Transaction_Amount,Transaction_Type,Account_Age,Transaction_Location,Is_Fraud
22.194633620811626,debit,8,online,0
6.157505230222482,credit,5,store,0
99.42647858291113,debit,8,store,0
48.815059585618705,debit,5,online,0
20.09094006256505,debit,1,store,0
3.2834032902391446,debit,2,store,0
18.624417520517685,debit,6,online,0
19.665710659206567,debit,3,online,0
65.39378919788705,credit,8,online,0
50.744467946301,debit,5,store,0
109.11259562007574,credit,3,online,0
31.95330666881549,debit,7,online,0
6.368619680775095,debit,8,online,0
62.45631721582997,debit,4,store,0
71.5196376538432,debit,9,store,0
41.19437474429144,credit,6,online,0
73.69449833606822,credit,1,store,0
34.0407365755139,debit,5,online,0
36.98394193886335,debit,5,online,0
27.890709695421368,credit,7,store,0
1.2873886995056865,debit,7,store,0
5.708371759593292,debit,6,online,0
1.5966840646526912,credit,8,online,0
50.58647754637747,debit,2,store,0
18.869835439754993,credit,7,store,0
35.52185885670951,debit,7,store,0
119.06327649229877,credit,4,store,0
14.336941149164916,debit,2,store,0
26.41409874413363,debit,4,store,0
70.43745737692917,debit,4,store,0
12.990257845869701,debit,6,store,0
4.0052139275088185,debit,7,online,0
17.107015194352854,debit,3,online,0
8.790417925003142,debit,1,online,0
132.74750429403124,credit,3,store,0
82.54435402422847,debit,9,online,0
50.174709526026554,debit,1,online,0
102.57598652604065,debit,8,online,0
81.39844703702782,debit,2,online,0
10.324773817931954,debit,6,store,0
111.54067026177805,debit,3,online,0
38.7549950983086,credit,7,online,0
82.36741456517831,debit,2,store,0
113.21213246431157,debit,4,store,0
19.136535820915924,credit,9,online,0
5.829608006192542,credit,6,online,0
12.934337306969068,debit,4,store,0
27.85288463743072,credit,2,online,0
85.19148633194725,debit,9,store,0
98.56724859399166,credit,4,online,0
0.34882045908253234,debit,9,online,0
35.74380796692779,debit,2,online,0
27.013666045933565,credit,7,online,0
12.558366913791225,debit,5,store,0
6.3840195772823405,debit,8,store,0
20.595428993121622,debit,8,store,0
143.15605613455747,debit,4,store,0
19.51919014407372,debit,4,store,0
36.5726402880076,debit,8,store,0
60.70434884404274,debit,3,store,0
22.598724948348117,debit,7,online,0
178.38990691458497,debit,8,online,0
164.1004932270699,debit,8,store,0
14.503064749610264,debit,4,store,0
34.382963923192364,credit,9,store,0
17.89652300395234,debit,4,store,0
16.762483819054086,debit,8,online,0
1.8792238882761265,credit,6,store,0
47.02460354912966,credit,5,store,0
34.925981641481926,debit,4,online,0
2.642554369019624,credit,5,store,0
16.331296050518468,debit,1,store,0
119.44304755446701,credit,7,store,0
13.693027607103852,debit,8,store,0
7.8265430492734875,debit,9,online,0
33.613605473681815,debit,3,online,0
212.20184913076298,credit,9,store,0
13.85724067798631,debit,5,online,0
55.75775051486467,debit,6,online,0
71.69438131197315,debit,1,online,0
13.566658616790289,credit,9,store,0
65.1374464246158,credit,9,online,0
22.9261399632152,debit,6,online,0
50.02518738658856,debit,8,store,0
50.19189135688191,debit,4,store,0
38.36926249761744,debit,5,store,0
4.7314579405810475,credit,5,store,0
90.18223971231485,debit,7,online,0
19.34051468336983,debit,7,online,0
10.321605330377826,debit,7,online,0
2.0814879897172602,debit,5,store,0
44.68892022972917,debit,4,online,0
56.592586713367446,debit,8,store,0
0.836347377923531,debit,1,online,0
35.88152922747442,debit,1,online,0
12.841207352747883,debit,6,store,0
51.806217077384595,debit,2,store,0
9.580211126956687,debit,3,online,0
58.71062637838595,credit,4,online,0
24.44793504905509,debit,2,online,0
138.01719089021535,debit,7,online,0
7.3972206719639475,credit,1,store,0
20.856621699758588,debit,3,online,0
6.022214251849821,debit,2,online,0
129.30951985753617,debit,9,store,0
104.9166853580497,debit,8,store,0
14.916368503074445,debit,3,online,0
53.93813695219573,debit,5,online,0
84.97420363196106,credit,3,online,0
40.506618034325406,credit,6,online,0
37.713970509697305,debit,5,store,0
13.843852271895157,debit,2,store,0
4.886307023747037,debit,8,online,0
113.75616125972614,debit,6,store,0
115.33872138242134,debit,3,online,0
50.13349597414424,credit,1,online,0
20.702325490566196,debit,5,store,0
21.478380790582197,credit,2,online,0
64.7232714863559,credit,2,online,0
113.70486745536262,credit,9,store,0
109.05662846983066,debit,7,online,0
75.67810959654516,debit,6,online,0
51.36553467838525,debit,1,store,0
4.394586309804203,debit,2,store,0
8.814710734170575,debit,7,store,0
114.41152500887529,debit,3,online,0
46.624697348279476,debit,2,online,0
0.46198028054972046,debit,6,online,0
5.349845071797466,credit,8,store,0
54.45811936451205,debit,8,online,0
0.25372185258985014,debit,2,store,0
8.765790805209953,debit,6,online,0
39.78489230694658,credit,5,online,0
58.86576433274063,debit,7,online,0
52.77207410676243,debit,4,store,0
12.697493365401225,debit,2,store,0
62.27086444492694,credit,3,store,0
13.541187952640296,credit,9,online,0
19.681745445904223,debit,8,online,0
68.61787758328953,debit,9,online,0
52.43869071513841,debit,5,store,0
94.59780387317005,debit,5,online,0
53.590664408488124,debit,7,online,0
42.00221527936287,credit,7,online,0
4.917853072420524,credit,1,online,0
22.920815360351003,debit,5,online,0
15.408007392941558,debit,8,online,0
13.985010183121064,debit,7,online,0
180.61547030814629,credit,2,online,0
24.969374852001188,credit,8,store,0
111.30276056242614,debit,2,store,0
49.86671928682416,debit,1,online,0
79.19126263441999,debit,3,store,0
34.921766219438524,debit,3,online,0
43.00779513207925,credit,6,online,0
33.914671667084676,debit,3,store,0
10.860744766261925,credit,7,store,0
64.0880901532902,debit,8,store,0
16.478868418313148,credit,3,online,0
1.2308240540344306,debit,9,store,0
51.848439314763695,credit,1,online,0
9.746678511241134,debit,3,online,0
141.05415736366515,debit,3,online,0
153.87812063940117,debit,7,store,0
123.17549423169207,debit,5,online,0
23.114369824868337,debit,4,store,0
0.7788657685972191,debit,2,store,0
131.7761728665945,credit,7,online,0
27.946913852653065,debit,3,store,0
170.0421008061028,credit,7,store,0
165.68677380651027,credit,7,online,0
95.86935085897095,debit,2,online,0
17.438803408608013,debit,7,store,0
24.31459660493468,debit,6,online,0
95.23633262390399,debit,4,store,0
19.057311571535855,debit,5,online,0
9.28593081478774,credit,8,online,0
40.68684960301139,debit,5,store,0
137.5646735403521,debit,3,store,0
59.541279887896856,debit,2,online,0
42.205616821782776,credit,6,store,0
5.111409867466144,debit,6,online,0
47.726535775885885,debit,7,store,0
230.52848739231587,debit,8,store,1
7.546029332113208,debit,4,online,0
36.524766249075185,credit,8,online,0
104.93043189503972,credit,1,online,0
67.5017124176835,debit,6,online,0
59.70372126508365,debit,6,online,0
60.61437781122449,debit,3,store,0
22.274617115747457,debit,9,online,0
17.37810421335476,debit,5,online,0
82.86872536298561,debit,1,store,0
83.06640995435144,debit,7,online,0
100.89750236839575,credit,3,online,0
122.23079809183182,debit,4,online,0
35.80466184664519,credit,6,store,0
34.809218877559964,debit,8,online,0
80.04749661542438,debit,4,store,0
52.48595374439001,credit,9,online,0
60.52753242557585,debit,8,store,0
79.43097374771024,debit,6,store,0
110.36617381733835,debit,7,store,0
20.62412035688271,debit,8,online,0
23.546839436377816,credit,2,online,0
4.934801959368028,credit,5,store,0
43.170701330471736,debit,7,online,0
1.83020521054285,debit,8,online,0
31.33034740910548,debit,5,store,0
39.1147292843563,debit,3,store,0
16.881533015726124,debit,6,online,0
44.68162650730876,debit,5,store,0
1.5487531050737273,debit,8,store,0
1.903174964139469,debit,9,online,0
86.46756847690679,debit,9,store,0
22.329251210387234,debit,6,store,0
6.7944520648713995,debit,4,store,0
36.93267941395078,credit,4,online,0
73.48239702228676,credit,9,store,0
12.155900171495167,debit,4,online,0
48.760980932824644,debit,8,online,0
4.460551449494864,credit,9,store,0
2.6532547955154704,credit,5,online,0
37.89544703127605,credit,6,online,0
38.89552213473711,debit,3,online,0
50.7268724102308,credit,5,online,0
64.74802814583421,debit,5,online,0
186.17785043499964,credit,2,online,0
36.31455596151781,credit,6,store,0
19.50098570529894,debit,9,online,0
79.28269898663432,credit,7,store,0
15.792573271806864,debit,8,store,0
28.899171563665067,credit,2,online,0
4.085258429183495,debit,9,store,0
1.2838804770737189,credit,3,store,0
164.3689961634301,debit,5,store,0
90.38838210575312,credit,7,online,0
59.53213663996708,debit,4,store,0
26.292982223257095,debit,7,online,0
9.515326807105437,debit,8,online,0
8.506037078642708,credit,4,store,0
14.40029945632918,debit,5,online,0
39.83953241566573,debit,3,store,0
62.692464388838786,debit,5,store,0
53.969517484839926,credit,8,store,0
16.420613069449796,debit,3,online,0
154.90517492781532,debit,5,store,0
66.95087024376132,debit,1,store,0
40.411524096566566,debit,2,online,0
47.30152360187175,debit,3,online,0
27.20189327660257,debit,1,store,0
14.233064613703176,credit,9,store,0
22.00070646615562,credit,9,store,0
70.90909238783566,debit,5,store,0
0.7249039860402138,debit,4,online,0
6.169019611998802,debit,5,online,0
2.3547188476260263,debit,4,online,0
2.0790725958646212,credit,5,store,0
96.71015168078293,debit,7,online,0
60.812030585034414,debit,8,online,0
32.13922972064462,debit,2,online,0
5.147845922390663,credit,4,store,0
33.82589828986166,debit,8,store,0
32.07251660471856,debit,7,online,0
9.509735640011248,debit,9,store,0
28.444956565116193,credit,5,online,0
25.416830729160345,credit,6,online,0
47.836121645656725,debit,8,online,0
50.405726802045606,debit,5,online,0
2.3181162010267364,credit,9,online,0
23.469200232753078,debit,4,store,0
49.15624973913643,debit,8,store,0
34.97197263038949,debit,3,store,0
97.06747265877193,debit,5,store,0
53.74873820274989,debit,8,store,0
8.892643438365367,credit,7,online,0
3.659121812812042,debit,1,store,0
51.41970735544456,debit,4,store,0
1.3434536333697213,credit,2,store,0
44.067368890364534,debit,2,online,0
140.8627727693576,debit,7,online,0
42.83912227887722,debit,3,store,0
24.56503461119536,credit,3,store,0
51.541357892249096,credit,6,online,0
30.647798702554564,credit,6,store,1
39.44071802881601,credit,1,online,0
141.90635731164997,debit,1,store,0
24.396376367509358,debit,6,online,0
162.4545930753377,credit,7,online,0
117.87880918849596,debit,9,online,0
10.8948130470225,debit,4,online,0
3.594207765157851,debit,6,online,0
5.311266774081511,debit,3,store,0
0.9194943923616852,credit,4,store,0
4.960250582787707,debit,9,online,0
57.44374362885836,debit,1,store,0
3.692481347321351,credit,5,online,0
19.207859414743425,debit,7,online,0
93.17630200486386,debit,3,online,0
1.1773501590355755,debit,2,online,0
84.22652530929793,credit,2,store,0
16.554173341981475,credit,1,online,0
6.287505991455382,credit,5,store,0
59.65777042199567,credit,3,store,0
49.56995882166101,debit,7,store,0
104.97079070434734,credit,1,store,0
66.41467893822002,credit,9,store,0
81.34979029969891,debit,2,store,0
16.56669311533693,debit,8,online,0
9.766664802022348,credit,4,online,0
69.43781980027124,credit,6,store,0
82.21045916217098,credit,9,store,0
232.85024450701152,credit,7,store,0
26.60396770763025,debit,8,online,0
23.262195598086635,debit,7,online,0
74.89772516717935,debit,2,online,0
774.2179959055059,debit,9,store,1
133.5068962199663,credit,1,online,0
97.74195785831246,debit,2,online,0
28.017780472107983,debit,3,online,0
69.48923582477306,debit,3,online,0
70.23164934275086,debit,4,online,0
5.441875940335901,debit,5,store,0
116.4222840433816,debit,6,online,0
35.18537448783772,debit,1,store,0
87.5666278761665,debit,8,store,0
19.286771308225415,credit,6,store,0
112.93952572729631,debit,9,store,0
24.64942270300856,debit,5,store,0
0.5448403307587739,debit,7,online,0
117.89536484812268,debit,4,store,0
4.786280527423763,debit,6,online,0
19.232681669251946,credit,6,online,0
149.84861915941428,credit,4,online,0
150.39747700519948,debit,6,online,0
42.59986455276319,debit,8,online,0
49.96150401952623,credit,5,store,0
29.75073318114288,credit,2,store,0
17.35113893730985,debit,9,store,0
19.924316727519486,debit,4,online,0
55.816178996425315,debit,4,store,0
69.79189368315386,debit,7,online,0
78.40977081105743,debit,6,online,0
77.94155159243708,debit,4,store,0
4.7818473270159725,debit,6,store,0
34.102479828667796,debit,3,online,0
2.9640853224368895,credit,7,store,0
39.87306578476964,credit,6,store,0
29.127763749364178,debit,3,store,0
109.33093321104006,credit,1,online,0
21.609580973394255,debit,5,online,0
6.225298877622543,credit,2,online,0
7.715382727105968,debit,7,online,0
71.67152735395469,debit,7,online,0
48.14528398740175,debit,4,store,0
5.330435612269272,debit,6,online,0
4.392776083430254,credit,1,store,0
60.36042358265499,debit,2,online,0
3.777304476289857,debit,6,store,0
86.25929269042906,debit,2,store,0
61.24998765650025,debit,4,online,0
4.242437529015604,debit,4,store,0
4.432693388890335,debit,9,online,0
215.77292810290461,credit,7,online,0
23.441879127614477,credit,7,online,0
23.152763023765623,credit,1,online,0
83.77877016413386,debit,5,store,0
147.10822689816217,credit,3,store,0
213.4386969800992,debit,3,online,0
69.99496150581709,debit,6,store,0
23.601049980956283,debit,4,store,0
4.359699684897863,credit,8,online,0
75.06212702273129,credit,4,online,0
40.86802037807465,credit,8,online,0
27.601656265248685,credit,4,store,0
118.41188377390452,credit,3,online,0
5.894010398594012,credit,5,online,0
33.92525546864771,debit,5,store,0
0.5709294716270834,debit,1,store,0
31.617718479146312,debit,8,online,0
2.8975215532962886,debit,8,store,0
6.324549796558561,debit,8,store,0
6.251311600372814,debit,4,online,0
52.37841932034858,debit,9,store,0
68.52988587982364,credit,3,online,0
43.77768886014343,credit,7,online,0
163.73601045511884,debit,6,online,0
23.48982889601336,debit,9,online,0
16.823457871027937,debit,4,online,1
101.47512690851148,debit,4,online,0
12.654103386592668,credit,6,store,0
165.14350531259555,debit,8,store,0
0.6114472179484653,debit,3,online,0
175.12634614397408,credit,8,online,0
2.2059499309250947,credit,8,store,0
110.88606145800044,debit,7,online,0
37.50716251746952,credit,7,online,0
247.84143039630163,debit,5,online,0
3.833068797722747,debit,2,store,0
40.35548318666744,debit,2,store,0
174.17876106280025,debit,8,store,0
37.0221966590522,debit,6,online,0
49.63141451905937,debit,8,store,0
59.49506190583871,debit,3,online,0
30.306387783847544,credit,1,online,0
49.383708650401104,debit,6,store,0
43.89129309028778,debit,2,store,0
115.71163847413237,credit,9,online,0
2.3255730871740488,debit,5,online,0
16.49213629493792,credit,5,store,0
150.19980029304656,debit,8,store,0
110.4837914226743,debit,6,store,0
30.408763097981,debit,3,online,0
48.396651436948865,debit,9,store,0
16.243670994756506,debit,4,store,0
10.420208071803225,debit,4,store,0
31.152929940204938,debit,2,online,0
21.797676730836667,debit,3,online,0
43.81218530033215,debit,4,online,0
4.04611422165924,debit,7,online,0
183.24800612612836,debit,3,online,0
214.19327877762692,debit,8,store,0
59.893194095639466,debit,8,online,0
38.403921720604494,debit,2,store,0
18.518965077718,credit,4,online,0
84.04535837439984,debit,8,online,0
57.716479182440786,credit,1,store,0
8.873682705024418,debit,1,online,0
120.91505459995638,debit,4,online,0
86.44972556836358,debit,2,online,0
149.5869262516718,credit,1,store,0
64.68020020980671,debit,8,store,0
47.52020097956864,debit,2,store,0
27.085125329655668,debit,4,store,0
134.9509180773559,debit,3,online,0
100.519619002346,debit,2,store,0
2.3136469326561393,debit,8,store,0
1.3360408433255682,debit,3,store,0
23.617388079163142,debit,9,store,0
83.18238614980432,debit,5,store,0
218.2137734110084,credit,9,online,0
8.150475496723985,credit,3,store,0
45.08620651078679,debit,5,store,0
23.973684987904807,debit,6,store,0
175.18542771879814,credit,9,store,0
92.29566037168173,debit,8,store,0
91.10950232349286,debit,2,store,0
31.620778556988675,credit,2,online,0
26.79174681636745,debit,5,online,0
15.96944460750306,debit,5,store,0
2.901348192241811,credit,5,store,0
100.02130700016552,debit,4,store,0
83.80587196249614,credit,8,store,0
408.6222798909041,credit,5,store,0
284.74367003721665,credit,1,online,0
40.5325796320697,debit,5,online,1
73.26415451031303,debit,1,store,0
144.8085841437218,debit,4,online,0
94.73860073546228,debit,1,store,0
14.207622229057327,debit,6,store,0
29.941341369993225,debit,6,online,0
6.914817215654432,debit,1,store,0
154.01118932208544,debit,8,online,0
46.59238512943091,debit,4,online,0
12.980186270924184,credit,2,online,0
55.69147695866251,credit,1,store,0
48.133521737153586,credit,3,online,0
22.171023114855302,debit,7,online,0
6.026956069923464,credit,8,online,0
55.67206417595511,credit,5,online,0
36.730521209301884,debit,7,store,0
73.99035404802575,debit,2,online,0
36.71549302117575,debit,4,store,0
95.5885055654242,debit,6,online,0
40.13770595107437,debit,5,store,0
41.155729049007356,debit,6,online,0
104.63793216148858,credit,2,store,0
25.83236569940585,debit,7,online,0
7.194397769514947,debit,8,store,0
1.460251071604734,credit,9,store,0
70.35287263312928,debit,6,store,0
48.41994835303398,credit,7,store,0
60.883267389893824,debit,1,online,0
11.974074674672174,credit,9,store,0
7.330627561413933,debit,6,online,0
0.7325738132834391,debit,4,store,0
21.584363075753462,debit,9,store,0
44.56986878324723,credit,1,store,0
24.899093378057536,credit,2,online,0
28.76597814142156,debit,3,online,0
117.25307614907207,credit,1,online,0
21.405130721255585,debit,2,online,0
36.076251403616055,debit,2,online,0
76.54358688598508,credit,7,online,0
25.254006564958985,debit,6,store,0
48.65452376765427,debit,9,store,0
99.15703218421534,credit,5,store,0
149.3095207687334,credit,9,online,0
7.954093965741799,credit,9,store,0
130.58313815210394,credit,2,store,0
33.87513904977653,debit,9,store,0
14.936772717569788,credit,3,online,0
30.729348368534875,debit,3,online,0
195.68265487902957,credit,9,store,0
33.924564633367986,debit,7,online,0
19.93080160502499,debit,8,store,0
50.17431369788298,debit,7,online,0
13.731423385780147,debit,9,online,1
3.944765248811752,debit,8,store,0
6.898760985620793,credit,4,online,0
6.850921203350356,credit,2,online,0
8.237995077833649,debit,5,online,0
7.473003303375828,credit,2,store,0
51.204202553790324,debit,4,online,0
10.037317851724081,debit,2,store,0
21.206965789740263,debit,5,online,0
113.54870625641789,credit,6,store,0
32.11905708232968,credit,1,store,0
55.06445418261903,debit,8,online,0
9.456425855660825,debit,2,online,0
10.677549049754752,debit,5,online,0
2.086360635878265,debit,8,store,0
9.252367203279043,debit,5,online,0
16.327405931557276,debit,3,online,0
9.740590874155398,debit,6,online,0
4.644295393018378,credit,1,online,0
6.427810674667627,debit,1,online,0
30.881467168268955,debit,8,store,0
11.554610317254829,debit,7,store,0
22.649055775545925,credit,3,online,0
35.00025923571652,credit,8,store,0
58.62287170062711,credit,8,store,0
2.0052865050007713,debit,1,store,0
80.32471219130598,credit,7,store,0
49.429684518364816,debit,2,store,0
4.264771518816713,debit,2,store,0
103.40673492440453,debit,2,store,0
126.8346773189464,debit,5,online,0
3.15114137800817,credit,7,online,0
16.20884215643254,credit,4,online,0
82.04675916133213,debit,4,store,0
68.96786201071542,debit,9,online,0
10.198981603090024,debit,9,store,0
11.744951559076663,debit,7,online,0
23.139255501218486,debit,4,store,0
33.13312823343072,credit,8,online,0
48.1500917029276,credit,3,store,0
23.01562815001756,debit,3,store,0
31.04455546104588,credit,7,online,0
68.81144701949212,debit,9,online,0
1.8686476160739232,debit,4,store,0
14.546831094119861,debit,4,online,0
62.474593747801286,debit,1,store,0
112.78833771653068,credit,1,store,0
35.838955610420044,debit,3,store,0
37.97647511765344,debit,7,store,0
5.668066927033169,debit,9,store,0
29.657162304177543,credit,4,store,0
38.0303399527645,debit,2,store,0
13.884640163032666,credit,6,online,0
15.683730593927192,credit,6,online,0
23.6832492401236,debit,9,online,0
1.0137680375157256,debit,4,store,0
19.436238062806787,credit,8,online,0
11.877846781181493,debit,3,store,0
19.837461511599134,credit,2,online,0
6.378155164239063,debit,9,store,0
110.60399499715123,debit,6,online,0
45.019940693977986,credit,8,online,0
56.83164789465158,credit,9,online,0
77.83545161888956,credit,1,online,0
34.50182109244426,debit,1,online,0
4.546604725872792,credit,5,store,0
38.51291816474113,credit,9,online,0
44.19615289356868,credit,7,store,0
68.41083244042046,debit,7,online,0
28.251732469149104,debit,2,online,0
6.824233336465611,credit,3,store,0
16.688109013085196,debit,4,online,0
22.555741273731172,debit,2,store,0
51.91123058109308,debit,9,store,0
42.28908606007098,debit,5,online,0
22.010337982590308,debit,7,store,0
0.7410727086367026,debit,9,online,1
46.541650423360466,credit,5,store,0
13.539726437839997,debit,6,store,0
5.367150231244342,debit,4,store,0
8.294414629491294,debit,8,online,0
14.115342469757048,debit,1,online,0
8.758243747714701,debit,1,store,0
10.32458727272902,credit,5,store,0
16.780292410772326,debit,9,store,0
9.52012168314435,credit,2,online,0
113.53757246779577,debit,3,store,0
4.181785629600008,debit,8,store,0
37.170617505635136,debit,5,online,0
9.658357461276104,debit,3,store,1
201.93210830079602,credit,6,online,0
5.941367284870245,credit,6,online,0
25.36289968712152,debit,5,online,0
174.45298320633574,debit,5,store,0
100.31220309840774,debit,6,store,0
84.93315170180897,debit,2,store,0
14.913754176675232,credit,6,online,0
9.369976639324376,debit,2,online,0
55.22797993408918,credit,3,store,0
132.51925474799776,debit,2,store,0
40.682521095237114,debit,1,store,0
42.386378072929325,debit,1,online,0
16.423751540532542,debit,9,store,0
73.37368792060443,credit,4,store,0
10.353899107303542,debit,5,store,0
19.554390655961633,credit,7,store,0
27.707227503491527,debit,2,store,0
35.42424813223492,credit,9,store,0
13.88062917848029,debit,4,store,0
6.099163607206772,credit,1,store,0
47.159982871467825,credit,8,online,0
17.02816842182709,credit,4,store,0
43.522653414622184,debit,7,store,0
8.38323763853399,credit,3,online,0
32.80606890142638,debit,9,store,0
38.02736240645389,debit,5,store,0
2.6607325728560665,debit,5,online,0
20.51918006902116,debit,3,store,0
7.21746634159658,credit,9,online,0
3.2736129386262443,debit,3,store,0
230.0600655697662,debit,2,online,0
19.456501125971013,debit,9,store,0
83.00353068849493,debit,9,store,0
14.69444171467007,debit,4,store,0
57.20706755101757,debit,4,store,0
71.40331114141043,debit,6,online,0
45.27232970845699,debit,9,store,0
31.892832202263588,credit,8,online,0
26.537890675268887,credit,3,store,0
21.45216508519874,credit,6,store,0
132.62780241103906,debit,7,store,0
88.7803535570899,debit,6,store,0
167.65881947078458,debit,3,online,1
6.6364270918052775,debit,9,online,0
65.62756817302538,debit,4,store,0
139.30636326306202,debit,2,store,0
9.997790485039884,debit,9,online,0
3.4405158736248436,debit,3,online,0
67.5696576594311,credit,6,store,0
42.72135720993349,debit,5,online,0
92.2038570660739,debit,2,store,0
7.52791232070963,debit,1,store,0
79.3025055515934,debit,9,store,0
11.258988653351148,debit,3,online,0
8.9357599482759,debit,7,online,0
8.972232827997535,debit,9,store,0
84.25516412820043,credit,9,store,0
54.710681950798445,credit,6,online,0
37.018797817302215,debit,8,online,0
22.22307008390341,debit,9,online,0
104.86013336471662,debit,3,store,0
24.915637484872246,credit,6,store,0
84.80413314240349,debit,5,online,0
28.913744055694018,debit,7,online,0
23.655978290886857,debit,7,store,0
31.05805299498013,debit,9,online,0
17.932263771532103,credit,1,store,0
68.83886564684697,debit,6,store,0
34.9301407847798,debit,5,store,0
13.212126549853261,debit,4,store,0
114.91699247752918,debit,1,store,0
24.216587117935564,credit,4,store,0
39.21411910888818,credit,7,online,0
118.47478043548132,debit,4,online,0
48.93996519286654,debit,1,store,0
6.215730792888988,debit,1,online,0
140.53083419661044,debit,1,store,0
49.40384644674131,debit,5,online,0
20.39131577756547,debit,7,store,0
7.498841030821291,debit,9,store,0
79.00006978401335,debit,8,store,0
48.38877537814262,debit,2,online,0
38.12069290245141,credit,9,store,0
112.16516652682228,debit,4,online,0
77.6995006848036,credit,5,online,0
8.224566006317044,debit,5,online,0
18.678127569790025,debit,4,store,0
14.283480927441897,credit,6,online,0
68.11840309342058,debit,1,store,0
1.7053769928918965,credit,2,store,0
42.18567781930715,debit,4,store,0
71.87068579298894,debit,4,store,0
104.6833672192969,debit,8,store,0
20.933729677254632,debit,9,store,0
86.09039817705015,debit,4,store,0
5.862194254938867,debit,6,online,0
93.68719786058438,debit,4,online,0
6.818981526403542,debit,4,online,0
25.315731560493216,debit,9,online,0
79.8002681663245,debit,4,online,0
8.121089496020808,debit,6,store,0
13.019651122237546,debit,9,store,0
64.05215488224528,credit,3,online,0
63.65480859958473,credit,7,store,0
51.24221043686954,debit,7,store,0
59.20008545438085,credit,1,online,0
39.12345505978191,debit,2,store,0
14.504184962970495,credit,5,store,0
21.20915968966317,credit,8,online,0
10.020063725826592,credit,6,store,0
119.54380696618259,debit,7,online,0
43.780452731829925,debit,3,online,0
25.612282973951118,debit,6,store,0
30.995375316058166,credit,9,store,0
147.14118684986056,debit,3,store,0
8.323477506425034,credit,6,online,0
44.122230455427704,debit,7,store,0
35.24972203965886,credit,5,online,0
47.26721590015364,debit,8,store,0
0.9138090203248618,debit,8,online,0
102.83467612703483,debit,6,store,0
134.4994268345626,debit,7,store,0
41.63577319716988,debit,3,store,0
59.64353702629791,credit,7,online,0
127.87346789228131,debit,7,store,0
61.41987266962591,debit,4,store,0
8.275525456206086,credit,4,store,0
42.93510749262801,debit,3,store,0
46.66104285170075,credit,7,online,1
27.593725196141055,credit,5,online,0
66.6745151941696,debit,3,online,0
136.18384428812374,debit,6,store,0
129.89381065270587,debit,6,store,0
29.968214815180882,credit,6,online,0
6.008935227589209,debit,2,store,0
209.45869945603533,debit,7,online,0
91.28590554092214,credit,7,online,0
6.65729798585317,debit,4,online,0
126.8153970481638,credit,6,store,0
101.97119656134316,credit,4,store,0
36.57756929843246,debit,4,online,0
