Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2004-10-21,TCS,EQ,1133.25,1137.25,1139.0,1122.0,1127.0,1125.55,1129.68,801690,90565295115000.0,,236453,0.2949
2004-10-25,TCS,EQ,1125.55,1125.0,1127.0,1110.75,1118.0,1117.35,1117.27,1173784,131142909090000.02,,580648,0.4947
2004-10-26,TCS,EQ,1117.35,1115.6,1140.95,1115.6,1140.2,1137.2,1130.04,866595,97928602810000.0,,256600,0.2961
2004-10-27,TCS,EQ,1137.2,1142.25,1148.0,1135.2,1140.5,1139.9,1142.43,979707,111924666515000.02,,348753,0.35600000000000004
2004-10-28,TCS,EQ,1139.9,1145.0,1174.8,1145.0,1164.0,1165.95,1164.97,2323927,270731648365000.0,,991023,0.4264
2004-10-29,TCS,EQ,1165.95,1167.95,1167.95,1145.15,1158.0,1156.25,1155.14,1082722,125069094270000.0,,439476,0.40590000000000004
2004-11-01,TCS,EQ,1156.25,1150.0,1174.45,1142.3,1170.0,1170.65,1162.17,767196,89160867085000.0,,186885,0.2436
2004-11-02,TCS,EQ,1170.65,1130.0,1179.75,1125.0,1160.95,1159.7,1163.79,1108005,128948494234999.98,,307235,0.2773
2004-11-03,TCS,EQ,1159.7,1161.0,1184.0,1161.0,1175.6,1175.2,1175.35,1122267,131906110705000.0,,209505,0.18670000000000003
2004-11-04,TCS,EQ,1175.2,1181.75,1187.9,1167.7,1169.0,1170.4,1177.48,819476,96491688635000.0,,267486,0.3264
2004-11-05,TCS,EQ,1170.4,1173.95,1180.0,1160.0,1165.9,1165.45,1165.94,627981,73218759460000.0,,175100,0.2788
2004-11-08,TCS,EQ,1165.45,1165.0,1188.9,1156.0,1183.0,1184.15,1179.43,1286466,151729585240000.0,,514975,0.40030000000000004
2004-11-09,TCS,EQ,1184.15,1187.0,1197.9,1177.0,1186.1,1188.4,1189.42,917339,109109843415000.02,,192533,0.20989999999999998
2004-11-10,TCS,EQ,1188.4,1191.0,1199.0,1190.1,1195.4,1194.35,1195.19,716799,85670797885000.0,,200583,0.2798
2004-11-11,TCS,EQ,1194.35,1199.0,1203.4,1191.1,1196.0,1196.25,1198.35,654391,78419135165000.0,,195824,0.2992
2004-11-12,TCS,EQ,1196.25,1204.0,1208.0,1190.2,1191.85,1196.75,1199.8,226676,27196554680000.0,,84942,0.3747
2004-11-16,TCS,EQ,1196.75,1198.0,1198.0,1184.0,1191.0,1190.9,1190.54,500688,59608782345000.01,,200759,0.401
2004-11-17,TCS,EQ,1190.9,1191.5,1209.9,1191.5,1207.0,1205.4,1204.98,683492,82359554750000.0,,199449,0.2918
2004-11-18,TCS,EQ,1205.4,1209.45,1234.55,1206.5,1231.0,1231.0,1219.15,934016,113870512815000.02,,352646,0.3776
2004-11-19,TCS,EQ,1231.0,1233.0,1237.0,1211.1,1214.0,1217.1,1225.63,851595,104373821215000.0,,243071,0.2854
2004-11-22,TCS,EQ,1217.1,1207.8,1226.0,1195.0,1226.0,1222.45,1215.46,592284,71989790055000.0,,180192,0.3042
2004-11-23,TCS,EQ,1222.45,1230.6,1242.0,1224.15,1239.5,1235.55,1234.43,539099,66547959835000.0,,147765,0.2741
2004-11-24,TCS,EQ,1235.55,1239.0,1245.0,1230.15,1234.0,1233.9,1239.03,402913,49922062680000.0,,119968,0.2978
2004-11-25,TCS,EQ,1233.9,1234.0,1244.0,1208.65,1214.0,1216.85,1226.43,788859,96747644325000.0,,359847,0.4562
2004-11-29,TCS,EQ,1216.85,1216.0,1247.7,1205.55,1247.0,1243.9,1232.02,660186,81336407495000.0,,278261,0.4215
2004-11-30,TCS,EQ,1243.9,1248.15,1286.0,1245.0,1278.0,1274.65,1262.54,1313518,165836366445000.0,,613859,0.4673
2004-12-01,TCS,EQ,1274.65,1281.0,1281.0,1257.0,1258.4,1261.55,1265.85,1060233,134209620534999.98,,378075,0.3566
2004-12-02,TCS,EQ,1261.55,1265.0,1277.0,1239.1,1246.0,1242.6,1251.09,1207213,151033631690000.0,,633037,0.5244
2004-12-03,TCS,EQ,1242.6,1249.25,1255.9,1221.55,1235.25,1236.75,1238.65,1222152,151382249420000.0,,452439,0.37020000000000003
2004-12-06,TCS,EQ,1236.75,1240.0,1250.0,1208.5,1212.9,1214.55,1223.01,1434234,175408031660000.0,,559591,0.39020000000000005
2004-12-07,TCS,EQ,1214.55,1216.0,1232.9,1215.0,1218.0,1218.25,1223.17,982903,120226201020000.0,,281442,0.2863
2004-12-08,TCS,EQ,1218.25,1218.0,1226.6,1196.05,1200.0,1200.8,1211.7,916176,111012969555000.0,,419371,0.45770000000000005
2004-12-09,TCS,EQ,1200.8,1204.95,1217.0,1204.85,1215.0,1211.45,1211.53,475153,57565977375000.0,,136353,0.287
2004-12-10,TCS,EQ,1211.45,1220.0,1235.5,1214.0,1224.95,1225.65,1226.59,777101,95318126800000.0,,276141,0.3553
2004-12-13,TCS,EQ,1225.65,1226.0,1241.65,1225.25,1238.0,1236.15,1234.6,624529,77104201755000.0,,242910,0.3889
2004-12-14,TCS,EQ,1236.15,1242.0,1244.7,1230.3,1234.0,1233.15,1236.8,385438,47670847680000.0,,198014,0.5136999999999999
2004-12-15,TCS,EQ,1233.15,1244.0,1254.75,1238.0,1246.5,1245.5,1247.49,721584,90016658965000.0,,321609,0.4457
2004-12-16,TCS,EQ,1245.5,1248.45,1265.0,1238.0,1262.5,1262.65,1252.68,543808,68121762470000.01,,205892,0.3786
2004-12-17,TCS,EQ,1262.65,1260.0,1274.8,1252.1,1257.1,1256.5,1263.88,688719,87046063160000.0,,251583,0.3653
2004-12-20,TCS,EQ,1256.5,1260.0,1268.5,1256.5,1261.0,1262.55,1262.44,283553,35796819860000.0,,94524,0.33340000000000003
2004-12-21,TCS,EQ,1262.55,1264.95,1277.0,1263.15,1272.0,1272.7,1270.5,432314,54925421804999.99,,196779,0.45520000000000005
2004-12-22,TCS,EQ,1272.7,1275.1,1275.1,1230.0,1242.0,1240.15,1246.05,750214,93480193840000.0,,193989,0.2586
2004-12-23,TCS,EQ,1240.15,1247.7,1247.7,1225.0,1228.6,1227.85,1235.08,493614,60965040650000.0,,219950,0.44560000000000005
2004-12-24,TCS,EQ,1227.85,1232.95,1272.0,1221.55,1270.05,1267.95,1254.0,832732,104424717040000.0,,181619,0.2181
2004-12-27,TCS,EQ,1267.95,1270.0,1285.0,1262.2,1268.3,1270.55,1277.19,550063,70253749125000.0,,159107,0.2893
2004-12-28,TCS,EQ,1270.55,1272.0,1314.0,1266.2,1312.05,1309.35,1297.48,1201806,155932224360000.0,,375922,0.3128
2004-12-29,TCS,EQ,1309.35,1316.95,1336.9,1313.15,1318.65,1320.25,1324.24,829153,109800070200000.0,,229733,0.2771
2004-12-30,TCS,EQ,1320.25,1318.0,1328.0,1291.85,1297.3,1296.65,1306.77,703349,91911775250000.0,,221223,0.3145
2004-12-31,TCS,EQ,1296.65,1300.0,1338.8,1296.65,1337.0,1335.45,1322.87,612414,81014685735000.0,,119107,0.1945
2005-01-03,TCS,EQ,1335.45,1335.45,1356.7,1335.45,1352.0,1353.25,1346.52,591771,79683082705000.0,,195501,0.33039999999999997
2005-01-04,TCS,EQ,1353.25,1350.0,1354.0,1333.15,1344.2,1341.25,1344.04,622388,83651357595000.0,,205694,0.33049999999999996
2005-01-05,TCS,EQ,1341.25,1340.2,1340.2,1280.3,1322.0,1325.0,1313.06,1200540,157637546015000.0,,313279,0.2609
2005-01-06,TCS,EQ,1325.0,1320.0,1346.0,1292.5,1320.0,1320.45,1320.02,1000861,132115218150000.0,,215698,0.21550000000000002
2005-01-07,TCS,EQ,1320.45,1330.0,1345.0,1312.65,1340.0,1339.95,1333.76,952892,127093060320000.0,,311075,0.3265
2005-01-10,TCS,EQ,1339.95,1348.65,1359.4,1322.0,1325.0,1327.45,1343.71,940196,126334976325000.0,,335550,0.3569
2005-01-11,TCS,EQ,1327.45,1330.0,1335.3,1301.0,1312.85,1313.75,1323.26,998297,132100482515000.02,,239484,0.2399
2005-01-12,TCS,EQ,1313.75,1325.95,1367.95,1286.7,1298.0,1298.05,1328.27,2590004,344022151145000.0,,470380,0.1816
2005-01-13,TCS,EQ,1298.05,1310.0,1338.7,1275.0,1293.1,1292.9,1305.66,3469744,453032137180000.0,,648775,0.187
2005-01-14,TCS,EQ,1292.9,1304.7,1317.9,1277.0,1299.15,1296.4,1298.62,1969722,255792934394999.97,,663696,0.3369
2005-01-17,TCS,EQ,1296.4,1309.6,1309.6,1240.2,1267.05,1263.25,1259.98,1706398,215002293669999.97,,411299,0.24100000000000002
2005-01-18,TCS,EQ,1263.25,1274.7,1284.0,1257.5,1260.0,1263.85,1270.11,772908,98167550960000.0,,175213,0.2267
2005-01-19,TCS,EQ,1263.85,1266.0,1273.7,1251.1,1255.0,1255.4,1263.91,442311,55904230415000.0,,95150,0.2151
2005-01-20,TCS,EQ,1255.4,1255.0,1255.0,1230.0,1239.05,1243.7,1240.26,567025,70325944865000.0,,140350,0.2475
2005-01-24,TCS,EQ,1243.7,1243.7,1247.35,1215.35,1218.0,1220.65,1227.82,453524,55684789800000.0,,142151,0.3134
2005-01-25,TCS,EQ,1220.65,1214.8,1239.9,1207.1,1235.15,1235.45,1223.06,558241,68276191675000.0,,121967,0.21850000000000003
2005-01-27,TCS,EQ,1235.45,1243.25,1253.8,1235.3,1239.15,1240.55,1246.27,681918,84985469125000.0,,257169,0.3771
2005-01-28,TCS,EQ,1240.55,1242.85,1294.8,1242.5,1294.7,1289.2,1273.36,1049227,133604561275000.0,,452148,0.43090000000000006
2005-01-31,TCS,EQ,1289.2,1298.0,1311.8,1290.25,1297.95,1300.4,1304.34,731673,95434729610000.0,,308584,0.4218
2005-02-01,TCS,EQ,1300.4,1307.0,1320.0,1287.0,1316.0,1315.25,1307.97,1002480,131121677765000.02,,372030,0.3711
2005-02-02,TCS,EQ,1315.25,1319.0,1323.45,1303.0,1306.1,1308.95,1316.46,608807,80147241490000.0,,240876,0.3957
2005-02-03,TCS,EQ,1308.95,1312.0,1314.75,1302.0,1313.0,1311.1,1309.38,415952,54464095865000.0,,141125,0.3393
2005-02-04,TCS,EQ,1311.1,1310.0,1322.0,1300.55,1305.5,1306.45,1309.98,335505,43950415865000.0,,78940,0.2353
2005-02-07,TCS,EQ,1306.45,1312.6,1330.7,1301.0,1311.5,1313.75,1317.92,743027,97924718570000.0,,174411,0.2347
2005-02-08,TCS,EQ,1313.75,1313.75,1323.0,1308.0,1315.1,1316.0,1315.1,410554,53992012704999.99,,150358,0.36619999999999997
2005-02-09,TCS,EQ,1316.0,1321.0,1343.6,1320.75,1332.0,1332.8,1334.01,692242,92345826525000.0,,213491,0.3084
2005-02-10,TCS,EQ,1332.8,1330.0,1343.5,1323.0,1336.0,1332.65,1333.81,547081,72970371555000.0,,197477,0.36100000000000004
2005-02-11,TCS,EQ,1332.65,1338.0,1387.0,1338.0,1381.0,1381.75,1367.31,1295887,177187962020000.0,,573748,0.44270000000000004
2005-02-14,TCS,EQ,1381.75,1391.05,1418.0,1391.05,1408.15,1409.65,1406.27,1109408,156012509860000.0,,667999,0.6021
2005-02-15,TCS,EQ,1409.65,1410.0,1415.0,1374.0,1378.15,1381.35,1384.59,497090,68826781704999.99,,139890,0.28140000000000004
2005-02-16,TCS,EQ,1381.35,1399.0,1399.0,1361.0,1365.95,1368.15,1383.3,390854,54066755825000.0,,101245,0.259
2005-02-17,TCS,EQ,1368.15,1368.15,1386.0,1350.6,1382.0,1381.85,1372.25,515622,70756211260000.0,,139799,0.2711
2005-02-18,TCS,EQ,1381.85,1380.0,1392.0,1355.0,1373.0,1375.0,1380.82,318143,43929964865000.0,,68377,0.21489999999999998
2005-02-21,TCS,EQ,1375.0,1371.0,1375.8,1345.1,1364.0,1365.55,1367.69,222144,30382464355000.0,,50358,0.2267
2005-02-22,TCS,EQ,1365.55,1364.7,1369.95,1351.0,1361.2,1363.45,1360.6,267380,36379640170000.0,,56167,0.2101
2005-02-23,TCS,EQ,1363.45,1363.45,1382.1,1355.15,1381.55,1374.95,1371.7,645852,88591366775000.0,,320230,0.4958
2005-02-24,TCS,EQ,1374.95,1374.95,1395.9,1361.2,1366.15,1367.95,1374.79,1350805,185707776130000.0,,772996,0.5722
2005-02-25,TCS,EQ,1367.95,1376.8,1379.0,1353.15,1358.0,1364.05,1364.79,633862,86508707685000.0,,260609,0.4111
2005-02-28,TCS,EQ,1364.05,1379.0,1385.0,1340.0,1384.0,1380.9,1362.18,800301,109015369055000.0,,241991,0.3024
2005-03-01,TCS,EQ,1380.9,1381.0,1440.0,1351.0,1357.0,1357.45,1359.35,619769,84248141735000.0,,217592,0.3511
2005-03-02,TCS,EQ,1357.45,1375.0,1375.0,1361.6,1367.2,1368.0,1366.19,332264,45393714525000.0,,150808,0.4539
2005-03-03,TCS,EQ,1368.0,1370.0,1395.0,1364.0,1392.0,1389.55,1378.18,361395,49806681495000.0,,149417,0.41340000000000005
2005-03-04,TCS,EQ,1389.55,1394.0,1403.5,1382.0,1390.0,1392.25,1392.87,502234,69954494279999.99,,161459,0.3215
2005-03-07,TCS,EQ,1392.25,1395.0,1408.0,1394.0,1399.0,1400.2,1401.41,457254,64079856395000.01,,193863,0.424
2005-03-08,TCS,EQ,1400.2,1404.0,1420.9,1395.35,1410.0,1413.95,1411.93,628460,88734328220000.0,,270502,0.4304
2005-03-09,TCS,EQ,1413.95,1409.0,1426.5,1395.05,1412.95,1407.5,1412.43,677761,95729084005000.0,,271437,0.40049999999999997
2005-03-10,TCS,EQ,1407.5,1410.0,1410.0,1390.25,1401.0,1399.55,1401.27,287785,40326412235000.0,,110234,0.383
2005-03-11,TCS,EQ,1399.55,1406.0,1434.9,1405.0,1433.9,1427.45,1420.57,650718,92438840950000.0,,232164,0.3568
2005-03-14,TCS,EQ,1427.45,1428.0,1460.0,1420.0,1444.0,1451.85,1441.52,816754,117736799325000.0,,291638,0.35710000000000003
2005-03-15,TCS,EQ,1451.85,1451.0,1462.0,1430.0,1442.1,1442.65,1446.18,518310,74956758570000.0,,196587,0.3793
2005-03-16,TCS,EQ,1442.65,1440.0,1467.6,1440.0,1448.0,1452.05,1456.13,684177,99624748570000.0,,298003,0.43560000000000004
2005-03-17,TCS,EQ,1452.05,1448.0,1473.7,1440.0,1454.9,1460.95,1460.58,850666,124246426415000.02,,389900,0.4583
2005-03-18,TCS,EQ,1460.95,1459.0,1472.5,1425.0,1469.9,1468.7,1454.74,765433,111350298775000.0,,247923,0.3239
2005-03-21,TCS,EQ,1468.7,1470.15,1475.0,1444.6,1445.0,1456.45,1460.03,544265,79464052305000.0,,225338,0.414
2005-03-22,TCS,EQ,1456.45,1454.8,1457.1,1440.1,1449.9,1443.55,1447.26,335554,48563235615000.0,,119190,0.3552
2005-03-23,TCS,EQ,1443.55,1440.0,1448.0,1413.35,1429.85,1421.25,1431.93,429927,61562657960000.0,,131658,0.3062
2005-03-24,TCS,EQ,1421.25,1430.0,1438.0,1377.65,1387.2,1384.35,1391.73,744322,103589425475000.0,,287040,0.38560000000000005
2005-03-28,TCS,EQ,1384.35,1391.0,1408.85,1384.0,1389.35,1392.4,1398.09,462466,64656688579999.99,,232950,0.5037
2005-03-29,TCS,EQ,1392.4,1395.0,1398.0,1362.2,1365.1,1370.9,1379.49,381675,52651822055000.0,,147479,0.3864
2005-03-30,TCS,EQ,1370.9,1371.1,1400.0,1360.0,1399.65,1390.55,1379.08,514407,70940962670000.0,,246712,0.4796
2005-03-31,TCS,EQ,1390.55,1404.5,1445.1,1397.25,1435.0,1432.05,1422.85,864330,122981024634999.98,,567100,0.6561
2005-04-01,TCS,EQ,1432.05,1433.0,1457.0,1414.0,1446.0,1450.95,1436.46,695334,99881605845000.0,,289200,0.41590000000000005
2005-04-04,TCS,EQ,1450.95,1452.0,1456.8,1423.3,1426.0,1427.75,1438.24,657170,94516688855000.0,,303305,0.4615
2005-04-05,TCS,EQ,1427.75,1429.0,1442.5,1416.1,1426.25,1425.45,1430.56,420979,60223609710000.0,,81750,0.1942
2005-04-06,TCS,EQ,1425.45,1427.0,1448.0,1427.0,1445.1,1441.35,1437.23,244176,35093708085000.004,,50920,0.20850000000000002
2005-04-07,TCS,EQ,1441.35,1441.0,1450.0,1422.0,1426.0,1425.2,1434.75,310402,44534984070000.0,,108737,0.3503
2005-04-08,TCS,EQ,1425.2,1430.7,1434.9,1390.05,1390.2,1393.55,1405.2,506535,71178205130000.0,,137652,0.2718
2005-04-11,TCS,EQ,1393.55,1397.0,1400.0,1360.1,1363.25,1363.6,1369.94,352874,48341575780000.0,,119147,0.3376
2005-04-12,TCS,EQ,1363.6,1399.0,1399.0,1365.0,1384.0,1382.0,1378.51,514087,70867482575000.0,,163445,0.3179
2005-04-13,TCS,EQ,1382.0,1394.0,1407.0,1385.55,1399.0,1401.6,1395.83,579825,80933554670000.0,,274957,0.4742
2005-04-15,TCS,EQ,1401.6,1395.0,1395.0,1315.0,1319.0,1319.0,1329.71,1232810,163927374480000.0,,615312,0.4991
2005-04-18,TCS,EQ,1319.0,1300.0,1348.7,1291.0,1317.1,1318.65,1331.1,753038,100237174755000.0,,189913,0.2522
2005-04-19,TCS,EQ,1318.65,1330.0,1348.9,1178.1,1182.0,1208.7,1255.71,3404394,427491901765000.0,,824511,0.2422
2005-04-20,TCS,EQ,1208.7,1200.0,1200.0,1093.3,1115.0,1116.2,1120.02,5937282,664987771740000.0,,2031013,0.3421
2005-04-21,TCS,EQ,1116.2,1125.0,1148.0,1110.0,1138.9,1142.4,1134.84,1656542,187990998580000.0,,478730,0.289
2005-04-22,TCS,EQ,1142.4,1160.0,1171.65,1140.25,1162.0,1166.75,1159.5,1619834,187820171815000.0,,683868,0.4222
2005-04-25,TCS,EQ,1166.75,1164.8,1167.9,1148.0,1156.15,1156.95,1156.74,860073,99488404095000.0,,367823,0.4277
2005-04-26,TCS,EQ,1156.95,1157.0,1163.8,1134.1,1136.0,1136.7,1145.97,692375,79344401680000.0,,276178,0.39890000000000003
2005-04-27,TCS,EQ,1136.7,1141.1,1141.1,1111.0,1115.0,1115.65,1119.94,817171,91518016605000.0,,330331,0.4042
2005-04-28,TCS,EQ,1115.65,1115.1,1130.0,1097.15,1130.0,1114.8,1108.75,1091109,120977145240000.02,,342130,0.3136
2005-04-29,TCS,EQ,1114.8,1128.8,1144.7,1117.05,1125.05,1131.1,1132.27,1383213,156617119695000.0,,410982,0.29710000000000003
2005-05-02,TCS,EQ,1131.1,1150.0,1178.0,1118.1,1128.0,1128.9,1126.97,641200,72261603045000.0,,158413,0.24710000000000001
2005-05-03,TCS,EQ,1128.9,1130.0,1135.0,1105.35,1106.5,1108.6,1116.35,687881,76791258235000.0,,225897,0.3284
2005-05-04,TCS,EQ,1108.6,1106.5,1124.5,1106.5,1122.9,1120.85,1118.55,599018,67002879800000.0,,195205,0.3259
2005-05-05,TCS,EQ,1120.85,1149.95,1150.0,1125.55,1139.5,1136.85,1141.11,811883,92644918455000.0,,391998,0.4828
2005-05-06,TCS,EQ,1136.85,1140.0,1171.7,1132.15,1169.1,1167.5,1155.54,1023583,118279058225000.0,,419098,0.4094
2005-05-09,TCS,EQ,1167.5,1170.0,1182.25,1166.25,1173.0,1175.25,1175.65,592380,69643176354999.99,,211326,0.3567
2005-05-10,TCS,EQ,1175.25,1178.0,1178.0,1146.25,1153.0,1152.5,1157.92,884494,102417280065000.0,,414463,0.4686
2005-05-11,TCS,EQ,1152.5,1148.0,1152.6,1137.95,1149.0,1149.1,1145.51,401661,46010621335000.0,,119686,0.298
2005-05-12,TCS,EQ,1149.1,1159.0,1161.7,1143.15,1146.05,1146.75,1151.23,451118,51934064635000.0,,144198,0.3196
2005-05-13,TCS,EQ,1146.75,1149.0,1151.0,1140.15,1147.05,1148.6,1148.05,298594,34280109635000.004,,120236,0.40270000000000006
2005-05-16,TCS,EQ,1148.6,1145.0,1158.9,1142.25,1154.0,1154.3,1150.15,721900,83029207045000.0,,373746,0.5177
2005-05-17,TCS,EQ,1154.3,1161.1,1164.7,1144.4,1145.95,1150.55,1157.2,583322,67502095560000.0,,272964,0.4679
2005-05-18,TCS,EQ,1150.55,1154.0,1154.0,1123.0,1142.0,1142.7,1139.09,573528,65329766575000.0,,239623,0.4178
2005-05-19,TCS,EQ,1142.7,1153.45,1172.0,1153.2,1158.8,1162.5,1160.78,457431,53097766320000.0,,150723,0.3295
2005-05-20,TCS,EQ,1162.5,1165.0,1174.7,1147.2,1169.4,1169.65,1160.98,408202,47391524810000.0,,172696,0.42310000000000003
2005-05-23,TCS,EQ,1169.65,1170.0,1234.9,1170.0,1232.25,1223.8,1204.82,1295252,156054001275000.0,,549607,0.4243
2005-05-24,TCS,EQ,1223.8,1244.7,1244.7,1205.25,1232.0,1234.85,1223.68,766107,93746916475000.0,,262773,0.34299999999999997
2005-05-25,TCS,EQ,1234.85,1229.7,1269.4,1215.0,1256.0,1260.55,1248.17,986809,123170375890000.02,,370824,0.37579999999999997
2005-05-26,TCS,EQ,1260.55,1258.0,1296.0,1251.15,1282.0,1290.05,1275.41,1222762,155952384005000.0,,322653,0.2639
2005-05-27,TCS,EQ,1290.05,1283.0,1299.0,1255.25,1281.0,1269.2,1284.95,920435,118271034959999.98,,365714,0.3973
2005-05-30,TCS,EQ,1269.2,1269.2,1333.05,1264.0,1324.0,1319.1,1317.87,2236648,294760380625000.0,,926148,0.41409999999999997
2005-05-31,TCS,EQ,1319.1,1320.0,1342.9,1305.55,1329.0,1334.25,1325.25,1295696,171711554705000.0,,449606,0.34700000000000003
2005-06-01,TCS,EQ,1334.25,1330.0,1330.0,1297.55,1300.5,1304.5,1309.18,941261,123228354505000.0,,241286,0.2563
2005-06-02,TCS,EQ,1304.5,1308.0,1309.0,1265.1,1267.25,1268.55,1280.27,1384578,177263909555000.0,,566322,0.409
