Date,Open,High,Low,Close,Volume
2022-06-24,84.0094,84.5907,82.3971,83.184,16296
2022-06-25,83.184,84.5394,82.1481,82.4119,13815
2022-06-26,82.4119,84.3309,81.749,84.3015,22235
2022-06-27,84.3015,85.0416,82.769,83.7801,10414
2022-06-28,83.7801,85.281,80.9729,82.1472,5541
2022-06-29,82.1472,84.5866,81.6385,84.0684,18437
2022-06-30,84.0684,85.0642,83.0056,83.3167,6988
2022-07-01,83.3167,85.5532,82.8929,84.4277,22113
2022-07-02,84.4277,85.6914,83.5537,83.9213,10862
2022-07-03,83.9213,85.0258,82.4154,84.8937,22853
2022-07-04,84.8937,86.1133,83.6191,84.1374,16805
2022-07-05,84.1374,85.2399,81.8116,82.0464,13188
2022-07-06,82.0464,83.525,78.1283,79.0127,20272
2022-07-07,79.0127,80.2015,78.1271,78.9147,20997
2022-07-08,78.9147,79.6919,77.5145,78.4377,17669
2022-07-09,78.4377,78.9885,75.4296,76.0623,21698
2022-07-10,76.0623,77.0646,75.4782,76.1256,5367
2022-07-11,76.1256,76.2738,74.0764,75.0972,16083
2022-07-12,75.0972,77.5149,74.1948,76.5259,17010
2022-07-13,76.5259,78.3163,75.5218,77.9178,23288
2022-07-14,77.9178,78.2059,74.8248,75.3749,8325
2022-07-15,75.3749,76.1087,74.4954,75.448,17063
2022-07-16,75.448,75.6853,74.2245,74.6552,19380
2022-07-17,74.6552,75.6848,72.7776,72.8761,14521
2022-07-18,72.8761,74.4336,72.4195,73.5597,5623
2022-07-19,73.5597,75.5668,73.3674,74.5237,6028
2022-07-20,74.5237,78.7567,73.264,77.9952,7131
2022-07-21,77.9952,78.8671,76.3809,77.047,14909
2022-07-22,77.047,78.5719,75.1329,76.216,20988
2022-07-23,76.216,76.5809,74.3107,75.4825,16804
2022-07-24,75.4825,76.1834,73.762,74.5322,8702
2022-07-25,74.5322,76.628,73.6844,75.4022,19644
2022-07-26,75.4022,77.432,74.2686,76.1997,9993
2022-07-27,76.1997,77.057,75.4228,76.8676,24753
2022-07-28,76.8676,78.3835,75.9589,77.5004,23309
2022-07-29,77.5004,78.4791,75.0434,75.7581,24421
2022-07-30,75.7581,76.8307,74.9307,75.742,11382
2022-07-31,75.742,76.0584,74.7416,75.8205,7411
2022-08-01,75.8205,76.7701,74.5182,76.1616,6307
2022-08-02,76.1616,77.1266,74.9451,74.9732,20814
2022-08-03,74.9732,76.609,74.0664,76.4032,9659
2022-08-04,76.4032,78.7502,75.5844,77.6649,20975
2022-08-05,77.6649,79.0286,75.261,76.9805,22473
2022-08-06,76.9805,77.1078,76.4197,76.5163,19751
2022-08-07,76.5163,77.2036,75.7136,75.9758,10926
2022-08-08,75.9758,76.0023,74.4404,74.7575,18592
2022-08-09,74.7575,76.8338,73.9773,76.1194,17268
2022-08-10,76.1194,78.3489,74.671,77.0821,15253
2022-08-11,77.0821,77.6697,75.685,76.2358,20591
2022-08-12,76.2358,76.8374,74.7789,75.5116,24382
2022-08-13,75.5116,78.0518,75.0446,77.4801,21316
2022-08-14,77.4801,78.6943,76.9616,78.1763,15739
2022-08-15,78.1763,81.9114,77.6214,80.393,22774
2022-08-16,80.393,81.4104,78.6388,79.8722,16017
2022-08-17,79.8722,80.3529,79.4095,79.6577,19468
2022-08-18,79.6577,80.1214,77.8528,78.6495,9403
2022-08-19,78.6495,79.539,77.1626,77.9561,14611
2022-08-20,77.9561,80.9449,77.0188,79.6626,11956
2022-08-21,79.6626,82.2189,78.629,80.6802,20948
2022-08-22,80.6802,81.8534,79.2301,80.1988,22345
2022-08-23,80.1988,82.4262,78.9721,81.4233,17372
2022-08-24,81.4233,83.7181,80.4311,83.1778,22617
2022-08-25,83.1778,84.0365,81.6866,82.9692,8215
2022-08-26,82.9692,83.9365,80.8304,81.7906,15149
2022-08-27,81.7906,82.9314,81.5345,82.1128,17680
2022-08-28,82.1128,84.6549,81.2274,83.2569,7139
2022-08-29,83.2569,85.1032,82.495,83.6722,17652
2022-08-30,83.6722,85.0045,82.7088,84.1343,6356
2022-08-31,84.1343,86.1917,83.2811,85.8023,11917
2022-09-01,85.8023,86.4102,83.9128,84.7639,22430
2022-09-02,84.7639,85.7148,82.5273,83.9535,18665
2022-09-03,83.9535,84.0731,83.2587,83.8961,24942
2022-09-04,83.8961,83.9756,80.7754,81.7514,18873
2022-09-05,81.7514,83.0001,79.7293,81.0535,10465
2022-09-06,81.0535,82.8029,79.5148,82.0426,12951
2022-09-07,82.0426,83.2018,79.786,80.5034,9599
2022-09-08,80.5034,81.8809,77.9629,78.7301,24363
2022-09-09,78.7301,81.2607,78.0221,80.3528,20531
2022-09-10,80.3528,82.1961,79.2957,81.2171,7624
2022-09-11,81.2171,84.5004,80.2205,83.2008,14630
2022-09-12,83.2008,84.7211,81.4455,82.2294,6284
2022-09-13,82.2294,82.3928,79.1269,80.1528,20951
2022-09-14,80.1528,80.197,78.93,79.5491,17000
2022-09-15,79.5491,80.7585,75.7556,76.1182,22202
2022-09-16,76.1182,76.8991,74.0328,74.8314,17363
2022-09-17,74.8314,75.8413,71.7958,73.3085,5195
2022-09-18,73.3085,73.6368,72.6074,73.6201,5664
2022-09-19,73.6201,74.3485,72.2459,72.7532,7654
2022-09-20,72.7532,76.2001,72.1817,75.1437,8349
2022-09-21,75.1437,76.866,74.6632,75.9558,19129
2022-09-22,75.9558,76.6165,74.8765,76.0753,19281
2022-09-23,76.0753,77.2204,74.8397,76.6522,21296
2022-09-24,76.6522,79.3872,75.022,78.5081,15528
2022-09-25,78.5081,79.1603,76.6916,77.5735,6207
2022-09-26,77.5735,78.1799,76.0308,76.7027,24517
2022-09-27,76.7027,77.714,76.1144,77.3266,20793
2022-09-28,77.3266,78.9883,75.8356,77.3314,9569
2022-09-29,77.3314,78.3263,76.3057,77.9774,18604
2022-09-30,77.9774,78.11,76.6955,77.6552,19854
2022-10-01,77.6552,78.6529,77.2158,78.5986,12420
2022-10-02,78.5986,80.1743,77.1251,78.9555,14733
2022-10-03,78.9555,79.1023,77.7719,78.3428,16847
2022-10-04,78.3428,81.8162,77.793,80.4641,19316
2022-10-05,80.4641,82.0071,79.7807,81.0776,14845
2022-10-06,81.0776,82.5632,79.9689,81.9115,12184
2022-10-07,81.9115,82.2493,76.8249,77.7525,12821
2022-10-08,77.7525,79.0169,75.3665,75.9795,24396
2022-10-09,75.9795,76.669,75.2884,76.4913,6469
2022-10-10,76.4913,76.9221,75.2928,76.6353,13617
2022-10-11,76.6353,77.6949,75.7494,75.9926,19135
2022-10-12,75.9926,76.6529,74.8823,75.5536,21883
2022-10-13,75.5536,79.3608,74.2341,78.4157,22365
2022-10-14,78.4157,79.1372,77.3179,78.0893,15623
2022-10-15,78.0893,78.8369,77.69,78.076,23677
2022-10-16,78.076,78.2263,76.9095,78.2256,14094
2022-10-17,78.2256,78.7929,76.2505,78.7526,18337
2022-10-18,78.7526,80.7469,77.7075,80.3628,24398
2022-10-19,80.3628,81.2735,78.3395,78.8792,13875
2022-10-20,78.8792,79.7662,77.4999,78.6479,23892
2022-10-21,78.6479,80.1766,77.0466,79.389,17356
2022-10-22,79.389,80.9363,78.1468,79.716,9313
2022-10-23,79.716,81.8233,78.2636,81.4592,18024
2022-10-24,81.4592,82.4419,80.6848,81.9436,22415
2022-10-25,81.9436,83.4058,80.5696,82.4695,19768
2022-10-26,82.4695,83.6552,80.8725,82.1483,21156
2022-10-27,82.1483,83.2369,79.32,80.3742,13711
2022-10-28,80.3742,81.2244,79.4665,80.1973,11491
2022-10-29,80.1973,80.5486,80.0548,80.2598,18909
2022-10-30,80.2598,80.3212,78.3233,78.8677,9545
2022-10-31,78.8677,79.7356,76.5089,77.0289,18364
2022-11-01,77.0289,78.7299,74.9206,76.1133,15381
2022-11-02,76.1133,76.7316,74.9143,75.7063,11824
2022-11-03,75.7063,75.8481,72.6415,73.8506,17158
2022-11-04,73.8506,78.2027,72.8204,77.1307,19362
2022-11-05,77.1307,79.1354,76.289,78.2229,6205
2022-11-06,78.2229,78.9473,77.1526,78.1739,7028
2022-11-07,78.1739,78.9345,75.4262,75.8307,21060
2022-11-08,75.8307,75.8659,73.4036,74.3623,17206
2022-11-09,74.3623,75.5386,72.6679,73.0749,8622
2022-11-10,73.0749,73.4872,71.7955,72.8159,15503
2022-11-11,72.8159,73.7438,71.9013,72.0641,24258
2022-11-12,72.0641,74.0305,71.2942,72.6715,16004
2022-11-13,72.6715,73.4999,71.8226,72.8717,21383
2022-11-14,72.8717,74.3072,71.9112,73.6207,9240
2022-11-15,73.6207,75.1206,71.4964,71.7989,20610
2022-11-16,71.7989,72.92,70.3634,70.9393,13474
2022-11-17,70.9393,71.8509,69.6489,70.1147,16732
2022-11-18,70.1147,73.8669,69.6087,72.8571,22255
2022-11-19,72.8571,73.6052,71.833,72.6506,17141
2022-11-20,72.6506,72.8358,71.5875,72.4946,12818
2022-11-21,72.4946,74.3265,71.9372,72.4157,13563
2022-11-22,72.4157,75.779,71.1741,74.5885,24825
2022-11-23,74.5885,76.841,73.9401,75.3897,6713
2022-11-24,75.3897,75.7494,74.6356,75.1511,12099
2022-11-25,75.1511,75.7268,74.2576,75.2348,22601
2022-11-26,75.2348,76.2198,71.5182,73.1654,11486
2022-11-27,73.1654,75.1349,71.6963,74.8188,14304
2022-11-28,74.8188,76.259,74.2911,75.4205,24152
2022-11-29,75.4205,76.6213,74.5527,76.1896,6933
2022-11-30,76.1896,77.623,73.6116,74.2889,11951
2022-12-01,74.2889,76.829,73.9258,75.7853,24849
2022-12-02,75.7853,76.6145,74.2796,75.3916,21840
2022-12-03,75.3916,79.5341,74.5148,78.5767,7554
2022-12-04,78.5767,79.5782,77.1459,78.1788,19174
2022-12-05,78.1788,78.4463,77.0463,77.1119,12939
2022-12-06,77.1119,79.5178,76.7644,77.8555,15313
2022-12-07,77.8555,79.0213,77.0228,77.8859,12612
2022-12-08,77.8859,78.9133,76.7464,77.7862,11093
2022-12-09,77.7862,78.2839,76.5656,77.5802,11921
2022-12-10,77.5802,78.4004,75.4961,76.3643,21449
2022-12-11,76.3643,77.4952,75.0082,76.3681,8496
2022-12-12,76.3681,77.3833,75.5425,77.173,7927
2022-12-13,77.173,77.8982,75.5423,76.3649,24316
2022-12-14,76.3649,77.2103,75.8235,77.1312,15122
2022-12-15,77.1312,77.8736,75.5495,75.8656,17391
2022-12-16,75.8656,77.1362,74.8988,76.7228,6226
2022-12-17,76.7228,78.1191,75.607,76.4664,24673
2022-12-18,76.4664,77.041,75.4051,76.0407,7427
2022-12-19,76.0407,76.7197,74.5944,75.2391,15188
2022-12-20,75.2391,75.6938,74.0742,75.5075,17477
2022-12-21,75.5075,76.6813,71.8209,72.0742,12355
2022-12-22,72.0742,73.3573,71.1453,71.8186,19672
2022-12-23,71.8186,72.055,70.5277,71.1092,15706
2022-12-24,71.1092,72.0487,70.3216,71.6463,15959
2022-12-25,71.6463,73.9618,70.8572,73.2253,8000
2022-12-26,73.2253,74.4925,71.5769,72.0318,14520
2022-12-27,72.0318,72.1864,68.9006,70.289,22841
2022-12-28,70.289,71.546,69.7077,70.0593,13752
2022-12-29,70.0593,71.5541,68.3964,70.9493,18187
2022-12-30,70.9493,71.8599,69.0914,70.2112,17278
2022-12-31,70.2112,70.7854,69.2272,70.2867,15244
