,gender,emotion,actor,path
47,male,sad,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
48,male,disgust,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
49,male,disgust,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
50,male,sad,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav
51,male,fear,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
52,male,angry,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
53,male,angry,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
54,male,fear,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-02-01.wav
55,male,neutral,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-02-01.wav
56,male,calm,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-01-01.wav
57,male,calm,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-01-01.wav
58,male,happy,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
59,male,happy,1,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
60,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
61,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
62,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
63,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
64,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
65,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
66,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
67,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
68,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
69,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
70,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
71,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
72,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
73,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
74,female,neutral,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
75,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
76,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
77,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
78,female,neutral,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
79,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
80,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
81,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
82,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
83,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
84,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
85,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
86,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
87,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
88,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
89,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
90,female,neutral,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
91,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
92,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
93,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
94,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
95,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
96,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
97,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
98,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
99,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
100,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
101,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
102,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
103,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
104,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
105,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
106,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
107,female,sad,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
108,female,disgust,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
109,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
110,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
111,female,fear,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
112,female,angry,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
113,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
114,female,surprise,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
115,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
116,female,neutral,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
117,female,calm,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
118,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
119,female,happy,2,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
120,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
121,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
122,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
123,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
124,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
125,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
126,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
127,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
128,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
129,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
130,male,neutral,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
131,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
132,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
133,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
134,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
135,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
136,male,neutral,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
137,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
138,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
139,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
140,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
141,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
142,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
143,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
144,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
145,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
146,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
147,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
148,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
149,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
150,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
151,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
152,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
153,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
154,male,neutral,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
155,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
156,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
157,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
158,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
159,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
160,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
161,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
162,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
163,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
164,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
165,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
166,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
167,male,fear,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
168,male,angry,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
169,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
170,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
171,male,sad,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
172,male,disgust,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
173,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
174,male,surprise,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
175,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
176,male,happy,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
177,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
178,male,neutral,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
179,male,calm,3,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
180,female,happy,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
181,female,happy,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
182,female,calm,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
183,female,neutral,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
184,female,calm,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
185,female,angry,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
186,female,fear,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
187,female,fear,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
188,female,angry,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
189,female,disgust,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
190,female,sad,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
191,female,sad,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
192,female,disgust,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
193,female,surprise,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
194,female,surprise,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
195,female,fear,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
196,female,angry,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
197,female,angry,4,/Users/murielkosaka/Desktop/capstone_project/audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
