,smiles,id,response
23,[Br-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,NCGC00258363-01,0
24,[I-].CCN1C(SC2=CC=CC=C12)=CC=CC3=[N+](CC)C4=CC=CC=C4S3,NCGC00166288-01,0
25,Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C4=CC=C(Cl)S4)C(=CC2=C1)C(=O)NC5CCN(CC5)C(C)C,NCGC00254071-01,0
26,CS(O)(=O)=O.[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(N)=O)NC(=O)C4=NC5=C(C=CC=C5)C=C4)[C@@H](C2)C(=O)NC(C)(C)C,NCGC00260082-01,0
27,[Br-].CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,NCGC00256632-01,0
28,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC,NCGC00256767-01,0
29,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,NCGC00257992-01,0
30,[Cl-].CC1=CC(OCCOCC[N+](C)(C)CC2=CC=CC=C2)=CC=C1C(C)(C)CC(C)(C)C,NCGC00255508-01,0
31,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,NCGC00258135-01,0
32,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,NCGC00258955-01,1
33,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,NCGC00257242-01,0
34,F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,NCGC00258304-01,0
35,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C2=CC=C(OCCN(C)C)C=C2)C3=CC=CC=C3,NCGC00254000-01,0
36,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,NCGC00259558-01,0
37,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,NCGC00257372-01,0
38,[Cl-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,NCGC00258251-01,0
39,Cl.Cl.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,NCGC00256637-01,0
40,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]6([H])C[C@@]([H])(C[C@]7(CC[C@H](C)[C@]([H])(O7)[C@@H](C)CC)O6)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,NCGC00163233-01,0
41,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,NCGC00258581-01,0
42,[Br-].CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,NCGC00258130-01,0
43,Cl[Bi](Cl)(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,NCGC00255815-01,0
44,[H][C@@]12[C@H](OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]13CCCN3CCC4=C2C=C5OCOC5=C4,NCGC00185752-01,0
45,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00260196-01,0
46,CC1=CC(=C(O)C=C1)C(C)(C)C,NCGC00259487-01,0
47,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,NCGC00166121-01,0
48,C[N+]1=CC2=C(C=CC3=C2OCO3)C4=C1C5=C(C=C4)C=C6OCOC6=C5,NCGC00015959-03,0
49,Cl.CC(NCCC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,NCGC00094891-01,0
50,Cl.Cl.FC1=CC=C(C=C1)C(OCCN2CCN(CCCC3=CC=CC=C3)CC2)C4=CC=C(F)C=C4,NCGC00015300-05,0
51,OC1=C([Hg]Cl)C=CC=C1,NCGC00181158-01,0
52,CCCCCCCCCCCC(=O)NCCCN(C)C,NCGC00256156-01,0
53,CO.COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,NCGC00241107-01,0
54,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,NCGC00258157-01,0
55,COC1=CC=C(CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(F)C=C5)C=C1,NCGC00016913-08,0
56,[Br-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00164245-02,0
57,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00255704-01,0
58,[Cl-].CC1=CC(OCCOCC[N+](C)(C)CC2=CC=CC=C2)=CC=C1C(C)(C)CC(C)(C)C,NCGC00016789-03,0
59,[Hg++].CC([O-])=O.CC([O-])=O,NCGC00255964-01,0
60,[I-].CCN1C(SC2=C1C=CC=C2)=CC=CC=CC3=[N+](CC)C4=C(S3)C=CC=C4,NCGC00181104-01,0
61,CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,NCGC00254602-01,0
62,CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCC[N+]2=CC3=C(C=CC=C3)C=C2,NCGC00181122-01,0
63,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1,NCGC00018301-02,0
64,Cl.COC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OCCN(C)CC3=CC=CC=C3,NCGC00256289-01,0
65,Cl.CCCOC1=C(Br)C(C)=C(S1)C(=O)N2CCC(CC2)C3=CC(CN)=CC=C3F,NCGC00254244-01,0
66,Cl.Cl.COC1=CC=C(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)N3C=NC4=C3N=CN=C4N(C)C)C=C1,NCGC00094893-01,0
67,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,NCGC00254676-01,0
68,COC1=CC=C2[C@H]([C@H](C3=CC=CC=C3)C(C)(C)OC2=C1)C4=CC=C(OCCN5CCCC5)C=C4,NCGC00181100-01,0
69,O=C1C=CC(=O)N1C2=CC=CC=C2,NCGC00254580-01,0
70,OC1=CC=CC(=C1)C2=C3NC(C=C3)=C(C4=NC(C=C4)=C(C5=CC=C(N5)C(=C6CCC2=N6)C7=CC(O)=CC=C7)C8=CC(O)=CC=C8)C9=CC(O)=CC=C9,NCGC00183015-01,0
71,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00257973-01,0
72,OC1=CC=C(C2=C1C(=O)C3=C(C2=O)C(=CC=C3O)[N+]([O-])=O)[N+]([O-])=O,NCGC00258279-01,0
73,[O-]C(=O)C1=CC=CC=C1.[H][C@](C)(CC)[C@@]2([H])O[C@@]3(C[C@@H]4C[C@@]([H])(C\C=C(C)\[C@@H](O[C@H]5C[C@H](OC)[C@@H](O[C@H]6C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O6)[C@H](C)O5)[C@@H](C)\C=C\C=C7/CO[C@]8([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O4)[C@]78O)O3)C=C[C@@H]2C,NCGC00254691-01,0
74,OC1=C(Br)C=C2C(OC3=C(C=C(Br)C(O)=C3Br)C24OC(=O)C5=CC=CC=C45)=C1Br,NCGC00255782-01,0
75,CC1=C(C=C(C(O)=C1)C(C)(C)C)C(C)(C)C,NCGC00255488-01,0
76,CCCC(C1=CC(=C(O)C=C1C)C(C)(C)C)C2=CC(=C(O)C=C2C)C(C)(C)C,NCGC00258303-01,0
77,CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,NCGC00257360-01,0
78,CC1=CC(O)=C(C=C1SC2=C(C)C=C(O)C(=C2)C(C)(C)C)C(C)(C)C,NCGC00258575-01,0
79,CC(C)CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,NCGC00258444-01,0
80,CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,NCGC00258558-01,0
81,CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(=O)NC2=CC=C(O)C=C2,NCGC00258542-01,0
82,CCCCCC1=CC2=C(C(O)=C1)C3=C(C=CC(C)=C3)C(C)(C)O2,NCGC00168261-01,0
83,CC1(C)CNC(NC1)=NN=C(\C=C\C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F,NCGC00257010-01,0
84,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC3=C(C)C=CC=C3Cl)=N1)N4CCN(CCO)CC4,NCGC00181129-01,0
85,Cl.CNCCCC12CCC(C3=C1C=CC=C3)C4=C2C=CC=C4,NCGC00254894-01,0
86,CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC2=CC=C(Cl)C=C2)C3=CC=C(C)C=C3,NCGC00165907-02,0
87,FC1=CC=C(C=C1)C(CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)C5=CC=C(F)C=C5,NCGC00255294-01,0
88,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C2=CC=C(OCCN(C)C)C=C2)C3=CC=CC=C3,NCGC00259619-01,0
89,[H][C@]12C[C@](O)(CO)[C@](C)(O1)N3C4=C(C=CC=C4)C5=C3C6=C(C7=C(C=CC=C7)N26)C8=C5CNC8=O,NCGC00168772-01,0
90,[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,NCGC00257401-01,0
91,[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,NCGC00260037-01,0
92,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C5=CC=CC=C5Br,NCGC00257257-01,0
93,[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]4(C)CC[C@@]5([H])[C@@]([H])(CC[C@@]6([H])C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H]%10O)[C@H](O)[C@H]7O)[C@H](O)C[C@]56C)[C@]4([H])[C@@H]2O,NCGC00260056-01,0
94,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,NCGC00160391-01,0
95,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(C\C(=N\OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,NCGC00182083-02,0
96,OS([O-])(=O)=O.CCN(CC)C1=CC=C(C=C1)C(C2=CC=CC=C2)=C3C=CC(C=C3)=[N+](CC)CC,NCGC00166123-01,0
97,CC(O)=O.CC(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,NCGC00255277-01,0
98,[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F,NCGC00256855-01,0
99,C\C=C\C(=O)OC1=C(C=C(C=C1CCCCCC(C)C)[N+]([O-])=O)[N+]([O-])=O,NCGC00255514-01,0
100,CCCCCCCCCCCCN(CCO)CCO,NCGC00255856-01,0
101,[Cl-].CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00258154-01,0
102,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1,NCGC00257500-01,0
103,CCC(C)NC1=CC=C(NC(C)CC)C=C1,NCGC00257925-01,0
104,OC1=C(C=C(Cl)C=C1)C(=O)NC2=CC=C(C=C2Cl)[N+]([O-])=O,NCGC00254654-01,0
105,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(CC[C@H](C)[C@@H](CC)O5)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,NCGC00254847-01,0
106,[H][C@@]12N3CC[C@@]14C5=C(C=C(OC)C(=C5)[C@]6(C[C@@H]7C[N@@](C[C@](O)(CC)C7)CCC8=C6NC9=C8C=CC=C9)C(=O)OC)N(C=O)[C@@]4([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,NCGC00163700-01,0
107,CC1=CC=C(C=C1)C(=O)C2=CC(O)=C(O)C(=C2)[N+]([O-])=O,NCGC00255188-01,0
108,[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,NCGC00259098-01,0
109,CC=O,NCGC00260028-01,0
110,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC4=CC=C5NC=CC5=C4,NCGC00254211-01,0
111,CC(=O)OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O,NCGC00258778-01,0
112,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C4=CC5=CC(C)=CC(C)=C5N4CC(O)=O)=N2)=C(OC)C=C1Cl,NCGC00253950-01,0
113,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00260206-01,0
114,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,NCGC00254030-01,0
115,[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,NCGC00255696-01,0
116,F[B-](F)(F)F.CCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00260177-01,0
117,C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,NCGC00259547-01,0
118,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00260178-01,0
119,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC,NCGC00166120-01,0
120,[Cl-].CN(C)C1=CC=C(C=C1)C(C2=CC=C(C=C2)N(C)C)=C3C=CC(C=C3)=[N+](C)C,NCGC00091112-02,0
121,[Cl-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00255472-01,0
122,CCN(CC)C(=S)SSC(=S)N(CC)CC,NCGC00016000-08,0
123,Cl.CCN1CCC2(COC3=C2C=C4N(CCC4=C3)C(=O)C5=CC=C(C=C5)C6=CC=C(C=C6C)C7=NN=C(C)O7)CC1,NCGC00254209-01,0
124,Cl.CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C3=CC=CS3,NCGC00164559-01,0
125,Cl.[H][C@]12CN(CCCCN3C(=O)NC4=C(SC5=C4N=C(C=N5)C6=CC=CC=C6)C3=O)C[C@@]1([H])C7=C(OC)C=CC=C7OC2,NCGC00162178-02,0
126,OC1=CC=C([Hg]Cl)C=C1,NCGC00181142-02,0
127,CN(C)C(=S)SSC(=S)N(C)C,NCGC00091563-01,0
128,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(Cl)C=C4,NCGC00015195-03,0
129,CS(O)(=O)=O.[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC3=CC=CC=C3)NC(=O)C4=C(C)C(O)=CC=C4)[C@@H](C2)C(=O)NC(C)(C)C,NCGC00090782-03,0
130,OC1=CC2=C(C=CC=C2)C3=CC=CC=C13,NCGC00254471-01,0
131,[Br-].CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1,NCGC00091010-01,0
132,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00167582-01,0
133,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,NCGC00254240-01,0
134,[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,NCGC00016373-03,0
135,[H][C@]3(COC1=CC=C(C=C1)N2CCN(CC2)C(C)=O)CO[C@@](CN4C=CN=C4)(O3)C5=CC=C(Cl)C=C5Cl,NCGC00253967-01,0
136,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NCGC00166290-02,0
137,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C2=C(CCCC)OC3=CC=C(NS(C)(=O)=O)C=C23,NCGC00188863-01,0
138,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,NCGC00024762-02,0
139,Cl.CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=CC(Cl)=CC=C3S2,NCGC00160568-01,0
140,Cl.CCC1=NN(CCCN2CCN(CC2)C3=CC(Cl)=CC=C3)C(=O)N1CCOC4=CC=CC=C4,NCGC00159517-02,0
141,Cl.CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,NCGC00257736-01,0
142,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,NCGC00159417-06,0
143,OC(=O)C(F)(F)F.CCN(CC)C(=O)C1=C(C=C(N2CCC(CC2)C3=CC=CC=C3)C(=C1)S(=O)(=O)CC4=CC=CC=C4)N(CC)CCN(C)C,NCGC00249418-01,0
144,FC1=CC=C(C=C1)C(CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)C5=CC=C(F)C=C5,NCGC00015802-08,0
145,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,NCGC00015856-08,0
146,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]3(C)[C@]2([H])C(=O)C=C4[C@@]3(C)CC[C@@]5([H])C(C)(C)C(=O)C(=C[C@]45C)C#N)C(=O)OC,NCGC00186460-01,0
147,[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,NCGC00091023-01,0
148,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C2=C3C=C(Br)C(=O)C(Br)=C3OC4=C2C=C(Br)C([O-])=C4Br,NCGC00255228-01,0
149,[H][C@@]12CC[C@@](C)(O)[C@H](CC[C@@](C)(O)C=C)[C@@]1(C)CCCC2(C)C,NCGC00256908-01,0
150,CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,NCGC00254709-01,0
151,CC1=CC(=C(O)C(CC2=C(O)C(=CC(C)=C2)C(C)(C)C)=C1)C(C)(C)C,NCGC00259079-01,0
152,CC(C)(C1=CC=CC=C1)C2=CC(=C(O)C=C2)C(C)(C)C3=CC=CC=C3,NCGC00254226-01,0
153,CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(=O)NC2=CC=C(O)C=C2,NCGC00090752-03,0
154,Cl.CCN(CC1=CC=CN=C1)C(=O)C2=CC=CC(Cl)=C2[C@]3(C)C(=O)N(CC4=C(OC)C=C(OC)C=C4)C5=CC=C(Cl)C=C35,NCGC00254091-01,0
155,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,NCGC00254272-01,0
156,Cl.COC1=CC(NS(C)(=O)=O)=CC=C1NC2=C3C=CC=CC3=NC4=C2C=CC=C4,NCGC00093644-01,0
157,Cl.CCCCCCCCCCOCC(O)CN,NCGC00166070-01,0
158,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1,NCGC00095016-01,0
159,CSC1=NC2=C(N1)C=C(OC3=CC=CC(Cl)=C3Cl)C(Cl)=C2,NCGC00164610-01,0
160,CSC1=CC2=C(SC3=CC=CC=C3N2CCC4CCCCN4C)C=C1,NCGC00016059-05,0
161,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C2=CN=C(C=C2C3=CC=C(F)C=C3C)N4CC[C@@H](O)[C@H]4CO,NCGC00257342-01,0
162,IC(I)=C(I)I,NCGC00255759-01,0
163,O=C1C=CC(=O)N1C2=CC=C(CC3=CC=C(C=C3)N4C(=O)C=CC4=O)C=C2,NCGC00255770-01,0
164,[Br-].CCCCCCCCCCCC[N+](C)(C)C,NCGC00255995-01,0
165,[Cl-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,NCGC00257543-01,0
166,[Cl-].CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC2=[N+](CC)C=CC=C2)C(=O)C3=CC=CC=C3OC)OC,NCGC00183020-01,0
167,CC1=CCC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,NCGC00016748-01,0
168,CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C2=CC=C(OCC(O)COC(=O)C(C)=C)C=C2,NCGC00256180-01,0
169,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]6CC7=C([C@H]2N6C)C(O)=C(OC)C(C)=C7)C8=C3C(OC(C)=O)=C(C)C9=C8OCO9,NCGC00181159-01,0
170,CC1=CC(=C(O)C(CC2=C(O)C(=CC(C)=C2)C(C)(C)C)=C1)C(C)(C)C,NCGC00256347-01,0
171,COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC=C2[N+]([O-])=O)C(=O)OCC(C)C,NCGC00255136-01,0
172,COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OCCN(C)CC3=CC=CC=C3,NCGC00015747-03,0
173,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,NCGC00259338-01,1
174,Cl.OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)C5=CC=C(O)C=C5S2,NCGC00015889-05,0
175,ClC1=NC(C#N)=C(Cl)C(Cl)=C1Cl,NCGC00255326-01,0
176,ClC1=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=CS1,NCGC00167430-01,0
177,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,NCGC00255493-01,0
178,[H][C@]4(C[C@H]1C[C@]2([H])N(CCC3=C2C=C(OC)C(OC)=C3)C[C@@H]1CC)NCCC5=CC(OC)=C(OC)C=C45,NCGC00024379-04,0
