posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2021-08-10,Frontend Developer,Full-Time,Remote,EdTech,San Francisco,Wallace-Moore,Startup,4.0,1,1,17,1,37742.0,0,1,3747,2154,1,9,54,27,0,8.9,Corporate,0,21.7,1,6,19,74.5,20.1,0
2021-05-03,Cybersecurity Analyst,Contract,Remote,Marketing,Bangalore,Willis-Hicks,Medium,16.0,1,0,193,1,24777.0,0,0,0,2276,1,40,76,10,1,5.4,Free,1,21.9,0,59,17,62.5,74.4,1
2022-06-14,Cloud Engineer,Part-Time,Onsite,E-Commerce,San Francisco,"Ross, Reynolds and Mclaughlin",Enterprise,18.0,1,0,230,1,19411.0,0,0,0,1086,2,48,24,41,0,1.1,Free,1,16.9,1,48,35,42.7,61.7,1
2018-08-18,Frontend Developer,Contract,Hybrid,EdTech,New York,"Mann, Vasquez and Mcclain",Medium,8.0,1,0,124,1,54642.0,0,0,0,1473,7,46,35,35,0,2.7,Free,1,18.9,1,0,18,46.8,68.6,1
2025-11-12,UI/UX Designer,Full-Time,Onsite,EdTech,Toronto,Lopez LLC,Medium,27.0,1,1,324,1,38033.0,0,0,0,2859,1,37,34,29,0,9.6,Corporate,0,12.6,1,0,17,85.2,15.1,0
2020-12-20,AI Research Intern,Internship,Remote,Cybersecurity,Bangalore,Grimes-Sanchez,Small,31.0,1,1,358,1,41193.0,0,0,0,1522,4,39,31,48,0,6.6,Corporate,0,7.3,0,28,42,45.4,40.8,0
2026-07-06,Frontend Developer,Contract,Hybrid,Marketing,Toronto,"Barker, Franklin and Cox",Small,10.0,0,1,129,0,41788.0,0,0,0,1365,3,28,33,42,0,7.9,Free,1,21.2,0,16,34,36.4,62.4,1
2018-11-30,Frontend Developer,Internship,Remote,FinTech,Berlin,Jackson-Bailey,Medium,5.0,1,1,85,1,60390.0,0,0,0,1672,5,9,51,9,0,3.3,Corporate,0,31.5,1,23,10,46.1,9.9,0
2021-12-01,Cloud Engineer,Contract,Onsite,EdTech,Toronto,Roberts Inc,Medium,39.0,1,1,467,1,9528.0,0,0,0,1693,0,20,9,51,0,1.5,Corporate,0,35.5,1,33,26,68.0,18.7,0
2020-07-04,ML Engineer,Contract,Remote,Gaming,Singapore,Phillips LLC,Startup,4.0,1,1,50,0,29476.0,0,1,2724,2763,4,43,31,30,1,6.0,Corporate,0,13.0,0,18,13,29.4,89.0,1
2025-12-05,Cloud Engineer,Internship,Remote,Cybersecurity,San Francisco,Lowe and Sons,Small,6.0,1,0,90,1,63149.0,0,0,0,2149,3,0,0,61,0,5.3,Corporate,0,26.9,0,33,12,93.9,12.8,0
2025-08-04,Cybersecurity Analyst,Part-Time,Hybrid,Software,Bangalore,"Thompson, Wilson and Perez",Medium,14.0,1,1,171,1,42803.0,0,0,0,2192,5,33,56,24,1,7.0,Corporate,0,22.5,0,40,18,65.2,46.8,0
2020-08-30,ML Engineer,Internship,Hybrid,EdTech,Singapore,"Young, Williams and Thomas",Enterprise,3.0,1,1,49,1,47932.0,0,0,0,1227,3,16,0,22,0,1.9,Corporate,0,10.3,1,57,34,57.0,0.1,0
2020-09-06,Marketing Intern,Internship,Hybrid,Gaming,Dubai,"Patterson, Chavez and Brown",Startup,4.0,1,1,49,0,41531.0,0,0,0,1029,5,39,32,40,0,8.4,Free,1,11.4,1,41,12,55.2,34.9,0
2019-03-18,Cloud Engineer,Internship,Remote,E-Commerce,San Francisco,Holland Inc,Startup,32.0,1,1,411,1,19759.0,0,0,0,1300,3,40,30,48,1,10.4,Corporate,0,12.3,1,0,34,57.7,67.6,1
2024-10-08,ML Engineer,Internship,Remote,Gaming,Sydney,"Murphy, Thomas and Richmond",Startup,28.0,1,1,340,1,55677.0,0,0,0,2084,5,48,36,77,0,5.5,Corporate,0,34.9,1,10,22,51.7,52.9,1
2021-05-12,Data Science Intern,Contract,Remote,Marketing,Sydney,"Flores, Vargas and Adams",Small,34.0,1,0,417,1,18243.0,0,0,0,2230,3,65,0,0,0,5.1,Corporate,0,1.0,0,13,12,55.3,24.0,0
2018-10-22,Cloud Engineer,Internship,Remote,Gaming,San Francisco,Hill PLC,Medium,,0,1,70,1,21506.0,0,0,0,2342,4,21,0,32,0,4.4,Free,1,22.2,0,6,22,42.3,50.9,1
2024-09-18,Backend Developer,Part-Time,Remote,Marketing,San Francisco,May Inc,Small,27.0,1,1,322,1,35001.0,0,0,0,1926,3,16,43,6,0,5.0,Corporate,0,18.3,1,19,22,71.2,0.7,0
2024-07-13,AI Research Intern,Full-Time,Remote,FinTech,Bangalore,Sherman-Wood,Startup,16.0,1,1,206,0,33059.0,0,0,0,2098,5,11,54,20,0,9.5,Corporate,0,19.1,1,37,10,69.5,36.2,0
2024-11-09,Cloud Engineer,Full-Time,Remote,E-Commerce,Berlin,Carrillo Ltd,Small,29.0,0,1,338,1,58797.0,0,1,1948,1333,7,31,68,27,0,7.4,Free,1,31.5,0,30,0,49.0,85.2,1
2023-07-20,UI/UX Designer,Part-Time,Remote,E-Commerce,Berlin,Bryant Group,Startup,15.0,0,1,191,0,56659.0,0,0,0,2657,2,1,6,39,0,6.1,Free,1,1.0,1,23,56,33.7,56.1,1
2021-09-13,Backend Developer,Internship,Remote,Software,Dubai,Malone Inc,Small,6.0,1,1,111,1,15676.0,0,1,407,935,3,50,86,36,0,7.8,Free,1,15.9,1,55,0,66.6,74.1,1
2018-10-08,UI/UX Designer,Internship,Remote,Marketing,Sydney,"Wells, Cherry and Smith",Enterprise,37.0,0,1,457,1,51265.0,0,1,328,2804,3,29,49,40,0,4.6,Corporate,0,16.3,1,38,3,61.7,56.3,1
2025-10-06,ML Engineer,Internship,Onsite,AI,London,"Walker, Bonilla and Ellis",Medium,34.0,1,1,407,0,61790.0,0,0,0,1173,4,24,55,9,0,10.6,Corporate,0,17.8,1,3,42,55.8,44.2,0
2022-06-04,Backend Developer,Internship,Hybrid,Software,Singapore,Wong-Gonzalez,Startup,9.0,0,1,84,1,43808.0,0,0,0,2139,7,18,86,39,0,5.8,Free,1,10.0,1,0,31,42.3,75.3,1
2021-04-02,AI Research Intern,Internship,Remote,Software,Toronto,Colon and Sons,Medium,21.0,1,1,242,1,34531.0,0,0,0,1008,2,53,43,19,0,2.8,Corporate,0,21.9,0,10,0,60.6,14.7,0
2019-10-15,Cybersecurity Analyst,Part-Time,Remote,Marketing,Toronto,Sanchez PLC,Startup,14.0,1,0,178,1,26713.0,0,1,819,1649,2,36,36,10,0,3.2,Corporate,0,17.1,1,13,20,50.6,57.3,1
2023-03-24,Data Science Intern,Internship,Remote,EdTech,Sydney,"Blake, Peters and Crosby",Enterprise,17.0,0,1,200,1,29827.0,0,0,0,2613,2,39,39,37,0,3.1,Corporate,0,22.0,0,40,56,29.9,58.0,1
2023-05-02,Frontend Developer,Contract,Remote,Gaming,New York,Rodriguez PLC,Medium,10.0,1,0,105,1,17564.0,0,0,0,1676,2,37,24,62,0,5.5,Corporate,0,37.7,1,34,7,74.7,52.2,1
2026-05-01,Marketing Intern,Part-Time,Remote,Marketing,New York,Whitney Group,Small,9.0,1,1,107,1,30987.0,0,1,131,1117,3,29,24,21,0,3.9,Corporate,0,44.1,0,24,35,57.3,55.7,1
2018-02-15,UI/UX Designer,Full-Time,Onsite,EdTech,Berlin,"Flores, Ramos and Bartlett",Small,23.0,1,0,286,1,23985.0,0,0,0,1850,3,60,39,17,0,7.8,Corporate,0,27.6,1,0,0,53.6,32.6,0
2018-01-15,Backend Developer,Full-Time,Hybrid,AI,Dubai,Mata-Diaz,Medium,19.0,1,1,229,1,12545.0,0,0,0,1285,6,25,85,5,0,0.0,Free,1,11.1,1,3,34,39.6,59.1,1
2019-03-04,Marketing Intern,Full-Time,Hybrid,Healthcare,Singapore,Long-Valdez,Small,14.0,1,1,159,1,38823.0,0,0,0,1828,4,7,42,25,0,7.2,Corporate,0,14.6,1,23,38,76.1,16.1,0
2025-08-15,Frontend Developer,Internship,Remote,Healthcare,London,"White, Garrett and Jennings",Startup,3.0,0,1,40,0,71995.0,0,0,0,1123,2,48,53,50,0,4.2,Free,1,27.4,1,14,37,26.6,87.9,1
2018-06-06,Marketing Intern,Contract,Remote,Marketing,New York,"Ward, Padilla and Pham",Startup,38.0,1,1,428,0,59742.0,0,0,0,2088,2,26,52,52,0,5.2,Corporate,0,26.8,1,50,35,27.1,50.2,1
2026-05-21,Data Science Intern,Internship,Remote,AI,Singapore,"Bell, Harrison and Sullivan",Startup,10.0,1,0,108,1,59661.0,0,1,2427,2897,2,26,31,28,0,3.3,Corporate,0,20.9,1,29,0,68.4,49.1,0
2021-05-06,ML Engineer,Part-Time,Onsite,E-Commerce,Dubai,Santos Ltd,Enterprise,33.0,1,1,384,0,2290.0,0,0,0,1872,2,31,85,20,1,2.8,Free,1,7.9,1,15,12,38.4,53.9,1
2023-02-08,Backend Developer,Contract,Remote,Gaming,Berlin,Camacho Inc,Medium,39.0,1,0,487,0,39672.0,0,0,0,750,2,39,16,33,0,3.2,Corporate,0,21.8,1,16,48,38.8,56.8,1
2021-02-07,UI/UX Designer,Full-Time,Onsite,AI,Toronto,"Orozco, Peck and Willis",Startup,28.0,1,1,352,1,2000.0,0,0,0,2095,4,45,29,41,0,5.5,Free,1,14.7,1,26,0,64.3,23.2,0
2026-09-05,Cloud Engineer,Contract,Onsite,Software,Singapore,"Alvarado, Mcneil and Ashley",Small,9.0,1,1,102,1,17773.0,0,0,0,1979,6,22,7,35,0,6.9,Free,1,20.3,1,31,52,39.5,33.5,0
2025-07-15,Cloud Engineer,Contract,Onsite,Healthcare,London,"Flores, Bell and Jackson",Medium,22.0,0,1,265,1,42145.0,0,0,0,1972,5,59,22,38,0,8.2,Corporate,0,1.3,1,7,47,31.0,53.8,1
2019-07-02,Frontend Developer,Full-Time,Onsite,Cybersecurity,Toronto,Anderson-Banks,Enterprise,30.0,1,1,384,1,18390.0,0,0,0,1894,3,39,60,49,0,5.7,Corporate,0,24.9,1,37,36,66.2,23.9,0
2019-08-14,Data Science Intern,Internship,Remote,Marketing,London,Davidson-Hughes,Small,34.0,0,1,425,1,37135.0,0,0,0,1742,0,0,39,9,0,8.8,Corporate,0,30.9,1,16,9,68.9,8.0,0
2021-12-08,Data Science Intern,Internship,Remote,Software,San Francisco,Baker-Foster,Medium,34.0,0,1,375,0,63950.0,0,0,0,1391,2,60,63,72,0,5.4,Corporate,0,1.0,1,22,20,27.5,64.9,1
2022-03-31,Frontend Developer,Full-Time,Onsite,EdTech,Singapore,"Sweeney, Mendoza and Kelley",Medium,35.0,1,1,439,0,28256.0,0,0,0,1778,2,54,12,45,0,4.4,Corporate,0,4.3,1,4,36,33.9,47.1,0
2020-05-10,AI Research Intern,Full-Time,Onsite,Cybersecurity,Dubai,Hernandez Group,Startup,35.0,1,1,395,1,56043.0,0,0,0,2467,4,42,29,0,0,5.7,Corporate,0,23.5,1,34,22,64.8,25.2,0
2018-11-25,Cloud Engineer,Contract,Remote,FinTech,San Francisco,"Greene, Lang and Christensen",Small,3.0,1,1,30,0,28746.0,0,0,0,1068,4,48,21,14,1,7.7,Free,1,29.5,1,40,20,35.6,60.0,1
2020-05-06,UI/UX Designer,Internship,Remote,Healthcare,Singapore,"Stephens, Jenkins and Garcia",Startup,5.0,1,1,86,1,56090.0,0,1,3425,672,4,8,61,13,1,0.3,Corporate,0,16.6,1,47,30,75.5,58.5,1
2019-11-11,Frontend Developer,Part-Time,Remote,FinTech,Singapore,May-York,Medium,11.0,0,1,131,1,2000.0,0,0,0,2011,3,12,30,57,0,1.8,Corporate,0,31.3,1,56,47,44.1,50.8,1
2026-12-31,AI Research Intern,Full-Time,Hybrid,Healthcare,Dubai,"White, Orozco and Nelson",Small,33.0,1,1,375,1,60871.0,0,1,1747,2268,4,27,62,0,0,7.9,Corporate,0,18.1,1,29,13,56.6,57.1,1
2024-10-18,AI Research Intern,Part-Time,Hybrid,EdTech,New York,Hernandez Inc,Medium,16.0,1,0,206,0,63969.0,0,0,0,1829,3,90,50,25,0,1.6,Free,1,28.8,1,0,13,47.9,70.9,1
2025-04-06,Cybersecurity Analyst,Full-Time,Remote,AI,New York,Smith-Cooper,Startup,15.0,1,1,194,0,12567.0,0,0,0,1368,2,37,51,26,0,9.8,Corporate,0,14.5,1,0,0,75.4,20.4,0
2023-02-14,AI Research Intern,Contract,Hybrid,E-Commerce,New York,Harris-Kennedy,Medium,5.0,0,1,62,1,40180.0,0,0,0,1468,1,61,52,0,0,0.0,Corporate,0,7.8,1,33,10,57.9,28.5,0
2024-11-16,Cybersecurity Analyst,Contract,Onsite,E-Commerce,San Francisco,"Clements, King and Woodard",Small,4.0,1,1,69,1,38671.0,0,1,4982,690,4,39,59,14,0,8.3,Corporate,0,41.9,1,0,36,59.2,60.0,1
2019-01-08,Cloud Engineer,Part-Time,Remote,Gaming,Toronto,Hernandez-Cooper,Medium,18.0,0,1,210,1,35904.0,0,0,0,2320,4,18,67,10,0,6.1,Free,1,25.8,1,0,21,29.3,58.3,1
2024-10-10,ML Engineer,Contract,Remote,FinTech,San Francisco,Donovan LLC,Enterprise,32.0,1,1,393,0,43190.0,0,0,0,316,5,70,0,37,1,10.8,Corporate,0,12.0,1,31,0,30.7,50.2,1
2018-07-22,Marketing Intern,Internship,Remote,EdTech,London,"Sanchez, Dudley and Dudley",Startup,10.0,1,1,130,0,49449.0,0,0,0,2140,2,42,73,50,0,4.2,Corporate,0,31.8,1,48,7,49.3,36.3,0
2021-04-16,AI Research Intern,Full-Time,Remote,EdTech,London,Dixon-Strickland,Small,29.0,1,1,366,1,30166.0,0,0,0,2578,3,0,25,8,0,5.1,Free,1,2.9,1,20,44,56.0,27.9,0
2019-11-16,Frontend Developer,Part-Time,Onsite,FinTech,Toronto,Howard PLC,Small,,1,1,215,1,35979.0,0,1,2735,1966,2,28,28,9,0,2.6,Corporate,0,9.8,1,51,40,40.9,55.5,1
2020-05-05,Marketing Intern,Contract,Remote,AI,Singapore,Mills-House,Small,33.0,1,1,408,0,31892.0,0,1,534,1808,3,31,59,24,0,6.1,Corporate,0,6.6,1,31,30,46.7,64.6,1
2018-12-29,Cybersecurity Analyst,Internship,Remote,FinTech,New York,Thompson-Frank,Startup,25.0,1,1,299,1,3269.0,0,0,0,1788,2,51,78,18,0,4.9,Corporate,0,15.7,0,33,18,68.4,27.4,0
2023-10-22,UI/UX Designer,Part-Time,Onsite,E-Commerce,Dubai,"Williams, Perez and Morris",Enterprise,27.0,1,1,345,0,30931.0,0,0,0,1805,5,34,15,40,1,3.4,Corporate,0,18.7,1,48,39,34.9,53.3,1
2023-03-16,UI/UX Designer,Internship,Remote,Cybersecurity,New York,Wilson Group,Small,14.0,0,0,180,1,,0,0,0,657,3,40,46,23,0,4.3,Free,1,26.7,1,10,4,58.7,62.7,1
2018-07-25,ML Engineer,Part-Time,Hybrid,Cybersecurity,Sydney,"Chandler, Wright and Lane",Medium,28.0,1,1,315,1,39049.0,0,0,0,2483,3,45,21,48,0,6.7,Free,1,11.9,1,39,32,41.5,50.8,1
2026-05-19,Data Science Intern,Part-Time,Onsite,Healthcare,San Francisco,Thornton PLC,Startup,17.0,0,1,174,1,49923.0,0,0,0,1883,2,45,0,35,0,1.9,Corporate,0,10.2,1,34,39,42.3,40.6,0
2024-01-22,ML Engineer,Contract,Onsite,Cybersecurity,London,West Inc,Small,5.0,1,0,59,0,41694.0,0,0,0,2793,2,2,61,14,0,7.6,Corporate,0,11.0,1,48,3,69.2,14.8,0
2020-06-13,Data Science Intern,Contract,Hybrid,Cybersecurity,London,Howard-Warren,Startup,9.0,0,1,92,1,18132.0,0,0,0,3207,4,45,23,75,0,2.8,Corporate,0,16.8,1,9,3,57.8,26.9,0
2025-06-21,AI Research Intern,Contract,Remote,FinTech,Dubai,"Butler, Hayes and Martinez",Small,11.0,1,1,146,0,22043.0,0,0,0,953,4,68,33,43,0,5.7,Corporate,0,13.4,1,24,25,23.3,53.3,1
2024-12-24,Backend Developer,Full-Time,Remote,Cybersecurity,London,"Long, Peters and Fox",Enterprise,5.0,1,1,42,1,29069.0,0,0,0,2156,1,21,4,42,0,3.1,Corporate,0,24.3,0,51,23,65.2,26.9,0
2024-04-30,Cybersecurity Analyst,Full-Time,Remote,Healthcare,Sydney,Lane-Taylor,Startup,34.0,1,1,435,1,64580.0,0,0,0,788,3,17,0,38,0,3.7,Free,1,21.1,1,49,0,62.7,13.6,0
2019-03-01,AI Research Intern,Internship,Remote,Gaming,Bangalore,Lopez-Brown,Small,30.0,0,1,394,1,33658.0,0,0,0,3193,2,26,38,3,0,9.6,Free,1,18.1,0,0,19,45.8,40.2,0
2025-04-27,AI Research Intern,Full-Time,Remote,E-Commerce,Berlin,Newton Inc,Medium,2.0,1,1,2,1,53162.0,0,0,0,2072,2,38,17,0,0,5.0,Free,1,10.9,1,54,19,64.1,42.3,0
2022-04-12,Cloud Engineer,Full-Time,Remote,Cybersecurity,Sydney,"Johnson, Logan and Thomas",Small,30.0,1,1,391,1,27362.0,0,0,0,2335,2,47,39,22,0,6.1,Corporate,0,15.7,1,72,18,71.9,10.8,0
2026-12-08,Cybersecurity Analyst,Contract,Onsite,Software,Berlin,Fisher-Ramirez,Medium,39.0,1,1,484,1,20915.0,0,0,0,1262,2,0,33,26,0,0.0,Free,1,24.0,0,26,0,88.0,7.5,0
2022-08-20,AI Research Intern,Internship,Remote,Cybersecurity,Bangalore,Brown-Mendoza,Startup,15.0,1,1,186,1,33161.0,0,0,0,1799,2,20,45,28,0,5.7,Free,1,1.0,0,0,24,78.3,30.9,0
2025-04-17,ML Engineer,Contract,Onsite,E-Commerce,Berlin,Walker Group,Enterprise,19.0,0,1,227,1,55619.0,0,0,0,1790,1,40,64,27,1,6.0,Free,1,24.1,1,2,0,48.8,61.7,1
2024-10-27,UI/UX Designer,Contract,Remote,Software,Dubai,Young Ltd,Startup,6.0,1,1,99,1,20208.0,0,1,993,1194,3,42,66,43,0,7.8,Corporate,0,16.2,1,35,58,55.6,79.1,1
2023-02-14,Data Science Intern,Full-Time,Remote,FinTech,Sydney,"Santos, Lawrence and Morton",Small,24.0,1,0,280,1,22640.0,0,0,0,2073,4,27,79,16,0,9.5,Corporate,0,14.0,1,2,34,63.2,54.4,1
2022-03-27,Backend Developer,Contract,Remote,Gaming,Berlin,Todd and Sons,Small,39.0,1,1,444,0,38954.0,0,0,0,2644,3,22,27,22,0,6.1,Corporate,0,1.0,0,6,0,70.5,12.7,0
2024-03-13,AI Research Intern,Internship,Onsite,Cybersecurity,Toronto,Vasquez-Ward,Enterprise,15.0,1,1,175,1,58136.0,0,0,0,2316,0,58,34,0,0,1.4,Corporate,0,26.8,1,40,23,57.2,10.7,0
2024-08-22,Marketing Intern,Internship,Hybrid,Cybersecurity,Toronto,Smith-Welch,Medium,33.0,1,1,416,1,54554.0,0,1,1795,1746,6,26,45,60,0,5.3,Corporate,0,1.0,1,9,11,63.6,58.0,1
