Show Id,Title,Description,Director,Genres,Cast,Production Country,Release Date,Rating,Duration,Imdb Score,Content Type,Date Added
eb2818f5-d01b-46fe-8797-931a767d5831,10 jours en or,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",Nicolas Brossette,"Comedies, Dramas, International Movies","Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,2012,TV-14,97 min,6.1/10,Movie,"July 1, 2017"
91c48de3-5bc6-43e8-ae4c-944a0b190687,100 Days My Prince,"Upon losing his memory, a crown prince encounters a commoner’s life and experiences unforgettable love as the husband to Joseon’s oldest bachelorette.",,"International TV Shows, Romantic TV Shows, TV Dramas","Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,2018,TV-14,1 Season,7.5/10,TV Show,
3ad83357-9327-48bb-b89d-862d61b5801e,100 Humans,"One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human.",,"Docuseries, Science & Nature TV","Zainab Johnson, Sammy Obeid, Alie Ward",United States,2020,TV-14,1 Season,5.5/10,TV Show,
94f39a7c-7d6e-47bc-9dc2-3db2c81c0e73,100 Meters,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.",Marcel Barrena,"Dramas, International Movies, Sports Movies","Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",2016,TV-MA,109 min,7.6/10,Movie,"March 10, 2017"
be9959ea-11c2-4783-ba53-ba4627a2c974,100 Things to do Before High School,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",,Movies,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,2014,TV-Y,44 min,6.5/10,Movie,"November 2, 2019"
541d3749-9908-4eae-acf0-8dcb68aa76df,100% Halal,"After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",Jastis Arimba,"Dramas, International Movies","Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,2020,TV-14,101 min,6.7/10,Movie,"January 7, 2021"
f5f2e34f-903d-4f77-9de5-31d8be73d305,1000 Rupee Note,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",Shrihari Sathe,"Dramas, International Movies","Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,2014,TV-14,89 min,7.4/10,Movie,"December 1, 2016"
38055016-5475-41cc-af4b-a9610bacaa25,122,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",Yasir Al Yasiri,"Horror Movies, International Movies","Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,2019,TV-MA,95 min,6.1/10,Movie,"June 1, 2020"
ee4f5117-cf68-4862-b61c-310fb8c7379b,13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",,"Crime TV Shows, TV Dramas, TV Mysteries","Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,2020,TV-MA,4 Seasons,7.5/10,TV Show,"June 5, 2020"
eda9ad19-b8d7-40dd-b3d2-4ff997387d53,13 Reasons Why: Beyond the Reasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",,"Crime TV Shows, Docuseries","Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,2019,TV-MA,3 Seasons,7.7/10,TV Show,"August 23, 2019"
dd5a22b6-cdb5-458c-b366-5565a8cd8410,13TH,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",Ava DuVernay,Documentaries,,United States,2016,TV-MA,101 min,8.3/10,Movie,"October 7, 2016"
58776a1d-8060-4cf8-96d8-7b8206da082f,14 Minutes from Earth,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",Documentaries,,United States,2016,TV-MA,84 min,5.5/10,Movie,"February 1, 2019"
4594bcbc-837f-497f-9eb9-02cc520e79ee,15 August,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",Swapnaneel Jayakar,"Comedies, Dramas, Independent Movies","Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,2019,TV-14,124 min,5.9/10,Movie,"March 29, 2019"
9c63c7c8-74ac-4929-8acb-36b565d63b6c,18 Presents,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,Francesco Amato,"Dramas, Independent Movies, International Movies","Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,2020,TV-MA,114 min,6.9/10,Movie,"May 8, 2020"
517fd993-089a-4171-b71e-8e923a821913,1898: Our Last Men in the Philippines,"While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.",Salvador Calvo,"Dramas, International Movies","Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,2016,R,130 min,6.6/10,Movie,"June 2, 2017"
0e5fc89e-be6a-44d1-9923-533f117e46c3,1922,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",Zak Hilditch,"Dramas, Thrillers","Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,2017,TV-MA,103 min,6.4/10,Movie,"October 20, 2017"
dbb44ca4-c401-472a-8265-54514b04cb7c,1983,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",,"Crime TV Shows, International TV Shows, TV Dramas","Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,TV-MA,1 Season,7.0/10,TV Show,
5b890519-263d-4406-a9e2-9dd1ed240a32,1994,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.",Diego Enrique Osorno,"Crime TV Shows, Docuseries, International TV Shows",,Mexico,2019,TV-MA,1 Season,,TV Show,
775f89b9-8fa1-479a-8837-d039d524da39,1BR,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.",David Marmor,"Horror Movies, Independent Movies, Thrillers","Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,2019,TV-MA,90 min,5.7/10,Movie,"August 23, 2020"
60cac8ed-cbe1-4bca-a22b-ebcf7b8ac920,2 Hearts,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.",Lance Hool,"Dramas, Faith & Spirituality, Romantic Movies","Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2020,PG-13,101 min,5.9/10,Movie,"June 2, 2021"
79afe5bd-0dcd-4cac-9072-f77f46f355ef,2 States,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",Abhishek Varman,"Comedies, Dramas, International Movies","Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2014,TV-PG,143 min,7.0/10,Movie,"August 4, 2018"
05ad2062-4af3-4362-bdd2-58e06dcd7c3f,2 Weeks in Lagos,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.,Kathryn Fasegha,"Dramas, International Movies, Romantic Movies","Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",,2020,TV-PG,107 min,,Movie,"July 16, 2021"
b3dfd027-f6e3-4282-81b1-1587244b4230,"2,215","This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",Nottapon Boonprakob,"Documentaries, International Movies, Sports Movies",Artiwara Kongmalai,Thailand,2018,TV-MA,89 min,7.9/10,Movie,"March 1, 2019"
a38b53b4-3ae2-4816-a574-d0b3ce8ad1ad,20 Minutes,"When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.",,"Crime TV Shows, International TV Shows, TV Dramas","Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,2013,TV-MA,1 Season,6.8/10,TV Show,
5bdf0112-e969-481d-b871-c8181b2a490b,2012,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos.",Roland Emmerich,"Action & Adventure, Sci-Fi & Fantasy","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",United States,2009,PG-13,158 min,6.0/10,Movie,"April 1, 2021"
5c1f674a-9d13-490a-8809-8e8477701499,21 Again,"In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.",,"British TV Shows, Reality TV",Laura Morgan,United Kingdom,2019,TV-MA,1 Season,4.8/10,TV Show,
4318b952-167f-4c48-9107-71fb8d243fd1,21 Thunder,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",,"Crime TV Shows, International TV Shows, TV Dramas","Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,2017,TV-MA,1 Season,6.0/10,TV Show,
ebded5d8-f3d0-4b7d-9fdd-8c3c09533b05,22 July,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",Paul Greengrass,"Dramas, Thrillers","Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",2018,R,144 min,6.6/10,Movie,"October 10, 2018"
753e23e0-820f-4a9c-8041-eaba14fd35da,23:59,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",Gilbert Chan,"Horror Movies, International Movies","Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",Singapore,2011,R,78 min,4.8/10,Movie,"December 20, 2018"
664d12b4-7ad8-4454-90c9-70586f70f7a5,25 Kille,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",Simranjit Singh Hundal,"Action & Adventure, Dramas, International Movies","Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,2016,TV-14,140 min,5.7/10,Movie,"October 1, 2018"
f17c185e-4e66-4390-89ee-b43d0d10c4b2,26 Years,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",Geun-hyun Cho,"Dramas, International Movies, Thrillers","Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,2012,TV-MA,135 min,6.5/10,Movie,"October 1, 2017"
55cd42a2-7405-4576-be4b-1e48d8632c7f,28 Moons,"When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",,"International TV Shows, Korean TV Shows, Romantic TV Shows","Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi",South Korea,2016,TV-PG,1 Season,,TV Show,
a371eb7e-cd0d-4eeb-aa52-706986477b97,3 Days to Kill,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.,McG,Action & Adventure,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney","United States, France, Serbia",2014,PG-13,117 min,6.4/10,Movie,"December 1, 2020"
911702fb-0e5e-45b8-9bb2-43772d475e08,3 Generations,"When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.",Gaby Dellal,"Dramas, LGBTQ Movies","Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",United States,2015,PG-13,92 min,5.8/10,Movie,"August 28, 2017"
957847e1-57e0-4128-b6ed-2f422e5cb9b4,3 Idiots,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",Rajkumar Hirani,"Comedies, Dramas, International Movies","Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",India,2009,PG-13,164 min,8.4/10,Movie,"April 1, 2021"
b93b836b-aedc-486a-ae13-a2ffe67fabd8,3 Türken & ein Baby,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,Sinan Akkuş,"Comedies, International Movies","Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,2015,TV-MA,93 min,5.7/10,Movie,"December 15, 2016"
05d7c83b-12b2-4441-b6a5-0f1c1c576ded,3%,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","João Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zezé Motta, Celso Frateschi",Brazil,2020,TV-MA,4 Seasons,7.5/10,TV Show,"August 14, 2020"
56c932ce-6cab-43f0-92f8-cb6b57ba02be,3022,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds.",John Suits,"Independent Movies, Sci-Fi & Fantasy, Thrillers","Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen, Jorja Fox, Enver Gjokaj, Haaz Sleiman",United States,2019,R,91 min,4.7/10,Movie,"March 19, 2020"
f190816d-343d-4cfb-a123-e28ffe6b06b2,365 Days,"A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.","Barbara Białowąs, Tomasz Mandes","Dramas, International Movies, Romantic Movies","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski",Poland,2020,TV-MA,114 min,3.5/10,Movie,"June 7, 2020"
d4164a76-f1eb-4788-9910-c8e9cce9b865,37 Seconds,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",Hikari,"Dramas, International Movies","Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,2020,TV-MA,116 min,7.4/10,Movie,"January 31, 2020"
2417652c-f377-4647-bb3b-74ab6382ed10,3Below: Tales of Arcadia,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,2019,TV-Y7,2 Seasons,7.6/10,TV Show,"July 12, 2019"
eeeeec93-6de4-4a3f-8722-2de81adb7ca6,40 Sticks,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",Victor Gatonye,"International Movies, Thrillers","Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,2019,TV-14,93 min,6.6/10,Movie,"November 20, 2020"
e14fd618-75bb-4800-b86a-ca3af91bdd67,44 Cats,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",,Kids' TV,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,2018,TV-Y7,2 Seasons,6.0/10,TV Show,"October 1, 2020"
72aa74c5-6299-4872-9bb0-9a6b5d492ae3,45 rpm,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.",,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",Spain,2019,TV-MA,1 Season,7.2/10,TV Show,
73d7771e-644d-4b13-9a03-ce27e1b26c12,46,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",Serdar Akar,"International TV Shows, TV Dramas, TV Mysteries","Erdal Beşikçioğlu, Yasemin Allen, Melis Birkan, Saygın Soysal, Berkan Şal, Metin Belgin, Ayça Eren, Selin Uludoğan, Özay Fecht, Suna Yıldızoğlu",Turkey,2016,TV-MA,1 Season,8.4/10,TV Show,
1d4df232-d04b-4db5-a196-e3f99ee9a357,48 Christmas Wishes,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.","Marco Deufemia, Justin G. Dyck","Children & Family Movies, Comedies","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew",Canada,2017,TV-G,84 min,3.8/10,Movie,"December 20, 2017"
a9b7e1fe-08ce-40cf-8e94-ee6e74102eee,4L,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",Gerardo Olivares,"Comedies, Dramas, Independent Movies","Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Spain,2019,TV-MA,105 min,5.8/10,Movie,"July 12, 2019"
87fae73b-d8ef-4ea5-9085-a44560e0ce39,4th Republic,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",Ishaya Bako,"Dramas, International Movies, Thrillers","Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,2019,TV-MA,120 min,,Movie,"June 13, 2020"
5ad8716c-ed9e-404b-ac49-5f135dbd27f9,5 Flights Up,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.",Richard Loncraine,"Comedies, Dramas, Independent Movies","Josh Pais, Claire van der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer",United States,2014,PG-13,92 min,6.1/10,Movie,"March 17, 2019"
a1965882-4893-4178-8de0-b10deaa9b759,5 Star Christmas,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",Marco Risi,"Comedies, International Movies","Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,2018,TV-14,96 min,4.4/10,Movie,"December 7, 2018"
680ebb4c-ff26-4d3d-af77-72af6d45b21b,50M2,"Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.",,"International TV Shows, TV Dramas, TV Thrillers","Engin Öztürk, Kürşat Alnıaçık, Cengiz Bozkurt, Aybüke Pusat, Tolga Tekin, Özgür Emre Yıldırım, Yiğit Kirazcı",Turkey,2021,TV-MA,1 Season,6.9/10,TV Show,
551e2c27-ae54-4918-bb58-4a6e7f1010c3,5Gang,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",Matei Dima,"Comedies, International Movies","Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,2019,TV-14,96 min,1.9/10,Movie,"April 27, 2020"
35907fda-3f21-4d11-b099-22076981590f,6 Balloons,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,Marja Lewis Ryan,"Dramas, Independent Movies","Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,2018,TV-MA,75 min,6.0/10,Movie,"April 6, 2018"
